Device : cpu
Seed   : 42
Total timesteps : 3,000,000
Steps/iter      : 512
Total iters     : 5859
Parallel envs   : 4

Creating LunarLander-v3 environments...
obs_dim   : 8
n_actions : 4
Policy params : 5,061

Starting training — run: lunar_ppo_1781377163

  iter |     steps |    sps |   ep_rew | ep_len | n_eps |     pol |     val |     ent |       kl |     ev | lr
iter  2549 | steps 1,305,088 | sps   2240 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0008 | ent -0.9893 | kl 0.000213 | ev  0.965 | lr 1.70e-04
iter  2550 | steps 1,305,600 | sps   2022 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0008 | ent -0.9921 | kl 0.000212 | ev  0.964 | lr 1.69e-04
iter  2551 | steps 1,306,112 | sps   2330 | ep_rew     4.76 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0044 | ent -0.9367 | kl 0.000044 | ev  0.987 | lr 1.69e-04
iter  2552 | steps 1,306,624 | sps   2338 | ep_rew     3.95 | ep_len   1001 | n_eps    2 | pol -0.0008 | val  0.0332 | ent -0.9510 | kl 0.000109 | ev  0.934 | lr 1.69e-04
iter  2553 | steps 1,307,136 | sps   2342 | ep_rew     0.65 | ep_len    149 | n_eps    1 | pol -0.0013 | val  0.0935 | ent -0.8833 | kl 0.000063 | ev  0.740 | lr 1.69e-04
iter  2554 | steps 1,307,648 | sps   2287 | ep_rew     5.90 | ep_len    627 | n_eps    2 | pol -0.0008 | val  0.0409 | ent -0.9467 | kl 0.000248 | ev  0.910 | lr 1.69e-04
iter  2555 | steps 1,308,160 | sps   2006 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0036 | val  0.0061 | ent -0.9626 | kl 0.000828 | ev  0.932 | lr 1.69e-04
iter  2556 | steps 1,308,672 | sps   2243 | ep_rew     7.16 | ep_len    320 | n_eps    1 | pol -0.0009 | val  0.0420 | ent -0.8426 | kl 0.000122 | ev  0.819 | lr 1.69e-04
iter  2557 | steps 1,309,184 | sps   2291 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0029 | ent -0.8952 | kl 0.000045 | ev  0.991 | lr 1.69e-04
iter  2558 | steps 1,309,696 | sps   2110 | ep_rew     2.25 | ep_len   1001 | n_eps    1 | pol -0.0020 | val  0.0078 | ent -0.9270 | kl 0.000115 | ev  0.754 | lr 1.69e-04
iter  2559 | steps 1,310,208 | sps   2269 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0031 | ent -0.9781 | kl 0.000220 | ev  0.992 | lr 1.69e-04
iter  2560 | steps 1,310,720 | sps   2284 | ep_rew    -0.24 | ep_len    152 | n_eps    1 | pol -0.0016 | val  0.0961 | ent -0.9960 | kl 0.000103 | ev  0.754 | lr 1.69e-04
iter  2561 | steps 1,311,232 | sps   2270 | ep_rew     3.33 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0072 | ent -0.9911 | kl 0.000077 | ev  0.977 | lr 1.69e-04
iter  2562 | steps 1,311,744 | sps   2261 | ep_rew     3.66 | ep_len   1001 | n_eps    1 | pol -0.0014 | val  0.0143 | ent -0.9706 | kl 0.000135 | ev  0.958 | lr 1.69e-04
iter  2563 | steps 1,312,256 | sps   2229 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0027 | ent -0.9172 | kl 0.000082 | ev  0.941 | lr 1.69e-04
iter  2564 | steps 1,312,768 | sps   2234 | ep_rew     4.32 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0049 | ent -0.9217 | kl 0.000082 | ev  0.983 | lr 1.69e-04
iter  2565 | steps 1,313,280 | sps   2247 | ep_rew    -0.56 | ep_len    144 | n_eps    1 | pol -0.0010 | val  0.1493 | ent -0.8975 | kl 0.000096 | ev  0.657 | lr 1.69e-04
iter  2566 | steps 1,313,792 | sps   2260 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0125 | ent -0.9197 | kl 0.000235 | ev  0.900 | lr 1.69e-04
iter  2567 | steps 1,314,304 | sps   2164 | ep_rew     3.78 | ep_len   1001 | n_eps    1 | pol -0.0018 | val  0.0063 | ent -0.8973 | kl 0.000032 | ev  0.714 | lr 1.69e-04
iter  2568 | steps 1,314,816 | sps   2279 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0015 | ent -0.8428 | kl 0.000062 | ev  0.995 | lr 1.69e-04
iter  2569 | steps 1,315,328 | sps   2279 | ep_rew     3.83 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0097 | ent -0.9626 | kl 0.000101 | ev  0.965 | lr 1.69e-04
iter  2570 | steps 1,315,840 | sps   2293 | ep_rew     5.15 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0155 | ent -0.8080 | kl 0.000137 | ev  0.955 | lr 1.68e-04
iter  2571 | steps 1,316,352 | sps   2272 | ep_rew     5.52 | ep_len    345 | n_eps    1 | pol -0.0001 | val  0.0449 | ent -0.7734 | kl 0.000035 | ev  0.745 | lr 1.68e-04
iter  2572 | steps 1,316,864 | sps   2096 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0043 | ent -0.9286 | kl 0.000105 | ev  0.988 | lr 1.68e-04
iter  2573 | steps 1,317,376 | sps   2059 | ep_rew     1.97 | ep_len    595 | n_eps    2 | pol -0.0006 | val  0.0887 | ent -0.9701 | kl 0.000192 | ev  0.862 | lr 1.68e-04
iter  2574 | steps 1,317,888 | sps   2211 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0074 | ent -0.9546 | kl 0.000057 | ev  0.927 | lr 1.68e-04
iter  2575 | steps 1,318,400 | sps   2162 | ep_rew     4.63 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0052 | ent -0.9615 | kl 0.000117 | ev  0.907 | lr 1.68e-04
iter  2576 | steps 1,318,912 | sps   2206 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0036 | ent -0.9314 | kl 0.000142 | ev  0.989 | lr 1.68e-04
iter  2577 | steps 1,319,424 | sps   2105 | ep_rew     5.61 | ep_len    622 | n_eps    2 | pol -0.0013 | val  0.0425 | ent -0.8526 | kl 0.000128 | ev  0.846 | lr 1.68e-04
iter  2578 | steps 1,319,936 | sps   1965 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0050 | val  0.0044 | ent -0.9455 | kl 0.000487 | ev  0.989 | lr 1.68e-04
iter  2579 | steps 1,320,448 | sps   2269 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0214 | ent -0.9211 | kl 0.000115 | ev  0.749 | lr 1.68e-04
iter  2580 | steps 1,320,960 | sps   2188 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0006 | ent -0.9617 | kl 0.000076 | ev  0.938 | lr 1.68e-04
iter  2581 | steps 1,321,472 | sps   2286 | ep_rew     4.11 | ep_len   1001 | n_eps    2 | pol -0.0004 | val  0.0106 | ent -0.9598 | kl 0.000201 | ev  0.979 | lr 1.68e-04
iter  2582 | steps 1,321,984 | sps   2262 | ep_rew     0.75 | ep_len    151 | n_eps    1 | pol -0.0028 | val  0.0934 | ent -0.9334 | kl 0.000291 | ev  0.773 | lr 1.68e-04
iter  2583 | steps 1,322,496 | sps   2195 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0066 | ent -0.8867 | kl 0.000247 | ev  0.905 | lr 1.68e-04
iter  2584 | steps 1,323,008 | sps   2222 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0005 | ent -0.8927 | kl 0.000011 | ev  0.963 | lr 1.68e-04
iter  2585 | steps 1,323,520 | sps   2237 | ep_rew     4.55 | ep_len   1001 | n_eps    2 | pol -0.0008 | val  0.0080 | ent -0.8744 | kl 0.000193 | ev  0.974 | lr 1.68e-04
iter  2586 | steps 1,324,032 | sps   2240 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0196 | ent -0.7760 | kl 0.000252 | ev  0.932 | lr 1.68e-04
iter  2587 | steps 1,324,544 | sps   2236 | ep_rew     6.76 | ep_len    237 | n_eps    1 | pol -0.0001 | val  0.0314 | ent -0.7856 | kl 0.000152 | ev  0.921 | lr 1.68e-04
iter  2588 | steps 1,325,056 | sps   2266 | ep_rew     1.73 | ep_len    567 | n_eps    2 | pol -0.0018 | val  0.1154 | ent -0.8911 | kl 0.000143 | ev  0.766 | lr 1.68e-04
iter  2589 | steps 1,325,568 | sps   2306 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0090 | ent -0.9336 | kl 0.000170 | ev  0.977 | lr 1.67e-04
iter  2590 | steps 1,326,080 | sps   2276 | ep_rew     4.46 | ep_len   1001 | n_eps    1 | pol -0.0016 | val  0.0116 | ent -0.8824 | kl 0.000248 | ev  0.971 | lr 1.67e-04
iter  2591 | steps 1,326,592 | sps   2245 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0066 | ent -0.9439 | kl 0.000062 | ev  0.692 | lr 1.67e-04
iter  2592 | steps 1,327,104 | sps   1534 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0014 | ent -0.9279 | kl 0.000076 | ev  0.848 | lr 1.67e-04
iter  2593 | steps 1,327,616 | sps   2276 | ep_rew     4.90 | ep_len   1001 | n_eps    1 | pol -0.0013 | val  0.0046 | ent -0.9366 | kl 0.000070 | ev  0.986 | lr 1.67e-04
iter  2594 | steps 1,328,128 | sps   2292 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0070 | ent -0.9361 | kl 0.000132 | ev  0.931 | lr 1.67e-04
iter  2595 | steps 1,328,640 | sps   2249 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0003 | ent -0.9535 | kl 0.000089 | ev  0.737 | lr 1.67e-04
iter  2596 | steps 1,329,152 | sps   2297 | ep_rew     3.90 | ep_len   1001 | n_eps    2 | pol -0.0015 | val  0.0116 | ent -0.9402 | kl 0.000201 | ev  0.967 | lr 1.67e-04
iter  2597 | steps 1,329,664 | sps   2305 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0199 | ent -0.9217 | kl 0.000084 | ev  0.937 | lr 1.67e-04
iter  2598 | steps 1,330,176 | sps   2283 | ep_rew     5.49 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0194 | ent -0.9027 | kl 0.000025 | ev  0.954 | lr 1.67e-04
iter  2599 | steps 1,330,688 | sps   2085 | ep_rew     5.83 | ep_len    403 | n_eps    1 | pol -0.0019 | val  0.1062 | ent -0.9744 | kl 0.000082 | ev  0.713 | lr 1.67e-04
iter  2600 | steps 1,331,200 | sps   2225 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0106 | ent -0.9683 | kl 0.000111 | ev  0.825 | lr 1.67e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_1331200.pt
iter  2601 | steps 1,331,712 | sps   2286 | ep_rew     4.71 | ep_len   1001 | n_eps    1 | pol -0.0020 | val  0.0037 | ent -0.9868 | kl 0.000219 | ev  0.989 | lr 1.67e-04
iter  2602 | steps 1,332,224 | sps   2288 | ep_rew    -0.20 | ep_len    124 | n_eps    1 | pol -0.0006 | val  0.1367 | ent -0.9958 | kl 0.000238 | ev  0.675 | lr 1.67e-04
iter  2603 | steps 1,332,736 | sps   2239 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0069 | ent -1.0085 | kl 0.000045 | ev  0.890 | lr 1.67e-04
iter  2604 | steps 1,333,248 | sps   2171 | ep_rew     4.32 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0024 | ent -1.0264 | kl 0.000036 | ev  0.988 | lr 1.67e-04
iter  2605 | steps 1,333,760 | sps   2084 | ep_rew     4.81 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0085 | ent -0.9813 | kl 0.000051 | ev  0.960 | lr 1.67e-04
iter  2606 | steps 1,334,272 | sps    994 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0023 | val  0.0011 | ent -0.9038 | kl 0.000116 | ev  0.996 | lr 1.67e-04
iter  2607 | steps 1,334,784 | sps   2247 | ep_rew     4.05 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0086 | ent -0.8895 | kl 0.000262 | ev  0.976 | lr 1.67e-04
iter  2608 | steps 1,335,296 | sps   2250 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0050 | ent -0.8982 | kl 0.000074 | ev  0.819 | lr 1.67e-04
iter  2609 | steps 1,335,808 | sps   2055 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0005 | ent -0.9077 | kl 0.000078 | ev  0.946 | lr 1.66e-04
iter  2610 | steps 1,336,320 | sps   2131 | ep_rew     4.31 | ep_len   1001 | n_eps    1 | pol -0.0013 | val  0.0049 | ent -0.8726 | kl 0.000152 | ev  0.986 | lr 1.66e-04
iter  2611 | steps 1,336,832 | sps   2187 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0036 | ent -0.8714 | kl 0.000124 | ev  0.891 | lr 1.66e-04
iter  2612 | steps 1,337,344 | sps   2158 | ep_rew     2.65 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0042 | ent -0.9517 | kl 0.000122 | ev  0.987 | lr 1.66e-04
iter  2613 | steps 1,337,856 | sps   2168 | ep_rew     5.09 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0203 | ent -0.9127 | kl 0.000059 | ev  0.933 | lr 1.66e-04
iter  2614 | steps 1,338,368 | sps   2252 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0032 | val  0.0209 | ent -0.8572 | kl 0.000300 | ev  0.917 | lr 1.66e-04
iter  2615 | steps 1,338,880 | sps   2170 | ep_rew     4.84 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0086 | ent -0.9131 | kl 0.000568 | ev  0.979 | lr 1.66e-04
iter  2616 | steps 1,339,392 | sps   2207 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0039 | ent -0.9274 | kl 0.000038 | ev  0.894 | lr 1.66e-04
iter  2617 | steps 1,339,904 | sps   2218 | ep_rew     4.40 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0048 | ent -0.9248 | kl 0.000184 | ev  0.882 | lr 1.66e-04
iter  2618 | steps 1,340,416 | sps   2280 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0055 | ent -0.9203 | kl 0.000161 | ev  0.986 | lr 1.66e-04
iter  2619 | steps 1,340,928 | sps   2240 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0103 | ent -0.8653 | kl 0.000214 | ev  0.668 | lr 1.66e-04
iter  2620 | steps 1,341,440 | sps   2280 | ep_rew     0.23 | ep_len   1001 | n_eps    1 | pol -0.0018 | val  0.0094 | ent -0.8997 | kl 0.000160 | ev  0.973 | lr 1.66e-04
iter  2621 | steps 1,341,952 | sps   2290 | ep_rew     4.33 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0117 | ent -0.9009 | kl 0.000069 | ev  0.963 | lr 1.66e-04
iter  2622 | steps 1,342,464 | sps   2261 | ep_rew     4.93 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0122 | ent -0.9065 | kl 0.000054 | ev  0.950 | lr 1.66e-04
iter  2623 | steps 1,342,976 | sps   2280 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0021 | ent -0.8732 | kl 0.000053 | ev  0.993 | lr 1.66e-04
iter  2624 | steps 1,343,488 | sps   2255 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0006 | ent -0.9340 | kl 0.000015 | ev  0.914 | lr 1.66e-04
iter  2625 | steps 1,344,000 | sps   2244 | ep_rew     4.72 | ep_len   1001 | n_eps    1 | pol -0.0019 | val  0.0058 | ent -0.9438 | kl 0.000236 | ev  0.974 | lr 1.66e-04
iter  2626 | steps 1,344,512 | sps   2274 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0019 | val  0.0121 | ent -0.8830 | kl 0.000356 | ev  0.944 | lr 1.66e-04
iter  2627 | steps 1,345,024 | sps   2253 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0009 | ent -0.8593 | kl 0.000078 | ev  0.969 | lr 1.66e-04
iter  2628 | steps 1,345,536 | sps   2259 | ep_rew     5.50 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0063 | ent -0.8691 | kl 0.000038 | ev  0.979 | lr 1.65e-04
iter  2629 | steps 1,346,048 | sps   2290 | ep_rew     6.13 | ep_len    756 | n_eps    2 | pol -0.0009 | val  0.0770 | ent -0.8894 | kl 0.000064 | ev  0.836 | lr 1.65e-04
iter  2630 | steps 1,346,560 | sps   2070 | ep_rew     2.81 | ep_len    575 | n_eps    2 | pol -0.0012 | val  0.1092 | ent -0.9340 | kl 0.000061 | ev  0.799 | lr 1.65e-04
iter  2631 | steps 1,347,072 | sps   2115 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0250 | ent -0.8136 | kl 0.000108 | ev  0.942 | lr 1.65e-04
iter  2632 | steps 1,347,584 | sps   1849 | ep_rew     7.16 | ep_len    211 | n_eps    1 | pol -0.0018 | val  0.1219 | ent -0.8029 | kl 0.000082 | ev  0.732 | lr 1.65e-04
iter  2633 | steps 1,348,096 | sps   2084 | ep_rew     1.10 | ep_len    510 | n_eps    1 | pol -0.0004 | val  0.0941 | ent -0.7410 | kl 0.000046 | ev  0.805 | lr 1.65e-04
iter  2634 | steps 1,348,608 | sps   2210 | ep_rew     5.65 | ep_len    432 | n_eps    1 | pol -0.0011 | val  0.0998 | ent -0.8250 | kl 0.000099 | ev  0.615 | lr 1.65e-04
iter  2635 | steps 1,349,120 | sps   2175 | ep_rew     1.87 | ep_len    582 | n_eps    2 | pol -0.0010 | val  0.0837 | ent -0.8484 | kl 0.000126 | ev  0.810 | lr 1.65e-04
iter  2636 | steps 1,349,632 | sps   2243 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0183 | ent -0.9179 | kl 0.000264 | ev  0.886 | lr 1.65e-04
iter  2637 | steps 1,350,144 | sps   2263 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0006 | ent -0.7828 | kl 0.000113 | ev  0.887 | lr 1.65e-04
iter  2638 | steps 1,350,656 | sps   2172 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0004 | val  0.0002 | ent -0.7906 | kl 0.000219 | ev  0.950 | lr 1.65e-04
iter  2639 | steps 1,351,168 | sps   2242 | ep_rew     7.40 | ep_len    466 | n_eps    1 | pol -0.0015 | val  0.0807 | ent -0.8367 | kl 0.000101 | ev  0.783 | lr 1.65e-04
  [best] new best 7.40 → models/lunar_ppo/lunar_checkpoint_best.pt
iter  2640 | steps 1,351,680 | sps   2222 | ep_rew     3.52 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0071 | ent -0.9394 | kl 0.000179 | ev  0.982 | lr 1.65e-04
iter  2641 | steps 1,352,192 | sps   2283 | ep_rew     5.59 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0101 | ent -0.9571 | kl 0.000047 | ev  0.969 | lr 1.65e-04
iter  2642 | steps 1,352,704 | sps   2261 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0021 | val  0.0111 | ent -0.8546 | kl 0.000055 | ev  0.906 | lr 1.65e-04
iter  2643 | steps 1,353,216 | sps   2075 | ep_rew     3.93 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0051 | ent -0.8939 | kl 0.000030 | ev  0.987 | lr 1.65e-04
iter  2644 | steps 1,353,728 | sps   2110 | ep_rew     7.94 | ep_len    446 | n_eps    1 | pol  0.0001 | val  0.0573 | ent -0.8648 | kl 0.000041 | ev  0.880 | lr 1.65e-04
  [best] new best 7.94 → models/lunar_ppo/lunar_checkpoint_best.pt
iter  2645 | steps 1,354,240 | sps   2144 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0043 | ent -1.0228 | kl 0.000072 | ev  0.967 | lr 1.65e-04
iter  2646 | steps 1,354,752 | sps   2163 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0007 | ent -1.0457 | kl 0.000005 | ev  0.783 | lr 1.65e-04
iter  2647 | steps 1,355,264 | sps   2183 | ep_rew     3.94 | ep_len   1001 | n_eps    2 | pol -0.0003 | val  0.0072 | ent -1.0224 | kl 0.000040 | ev  0.979 | lr 1.65e-04
iter  2648 | steps 1,355,776 | sps   2230 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0015 | val  0.0093 | ent -1.0176 | kl 0.000161 | ev  0.974 | lr 1.64e-04
iter  2649 | steps 1,356,288 | sps   2273 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0023 | ent -0.9816 | kl 0.000043 | ev  0.664 | lr 1.64e-04
iter  2650 | steps 1,356,800 | sps   2273 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0001 | ent -0.9783 | kl 0.000149 | ev  0.942 | lr 1.64e-04
iter  2651 | steps 1,357,312 | sps   2021 | ep_rew     4.04 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0027 | ent -0.9358 | kl 0.000155 | ev  0.994 | lr 1.64e-04
iter  2652 | steps 1,357,824 | sps   2029 | ep_rew     4.68 | ep_len   1001 | n_eps    1 | pol -0.0038 | val  0.0062 | ent -0.9405 | kl 0.000401 | ev  0.982 | lr 1.64e-04
iter  2653 | steps 1,358,336 | sps   2184 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0050 | ent -0.9208 | kl 0.000079 | ev  0.952 | lr 1.64e-04
iter  2654 | steps 1,358,848 | sps   2248 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0006 | ent -0.9486 | kl 0.000057 | ev  0.872 | lr 1.64e-04
iter  2655 | steps 1,359,360 | sps   2281 | ep_rew     3.83 | ep_len   1001 | n_eps    2 | pol -0.0004 | val  0.0101 | ent -0.9381 | kl 0.000184 | ev  0.979 | lr 1.64e-04
iter  2656 | steps 1,359,872 | sps   2247 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0159 | ent -0.8102 | kl 0.000058 | ev  0.949 | lr 1.64e-04
iter  2657 | steps 1,360,384 | sps   2230 | ep_rew     7.33 | ep_len    323 | n_eps    1 | pol -0.0006 | val  0.0503 | ent -0.8992 | kl 0.000029 | ev  0.818 | lr 1.64e-04
iter  2658 | steps 1,360,896 | sps   2264 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0073 | ent -0.9784 | kl 0.000118 | ev  0.970 | lr 1.64e-04
iter  2659 | steps 1,361,408 | sps   2261 | ep_rew     4.04 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0073 | ent -0.9854 | kl 0.000104 | ev  0.985 | lr 1.64e-04
iter  2660 | steps 1,361,920 | sps   2222 | ep_rew     2.33 | ep_len    576 | n_eps    2 | pol -0.0005 | val  0.1629 | ent -0.9711 | kl 0.000241 | ev  0.781 | lr 1.64e-04
iter  2661 | steps 1,362,432 | sps   2265 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0096 | ent -1.0091 | kl 0.000160 | ev  0.833 | lr 1.64e-04
iter  2662 | steps 1,362,944 | sps   2251 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0008 | ent -1.0304 | kl 0.000091 | ev  0.772 | lr 1.64e-04
iter  2663 | steps 1,363,456 | sps   2250 | ep_rew     4.82 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0045 | ent -1.0101 | kl 0.000185 | ev  0.985 | lr 1.64e-04
iter  2664 | steps 1,363,968 | sps   2202 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0024 | val  0.0038 | ent -0.9940 | kl 0.000286 | ev  0.966 | lr 1.64e-04
iter  2665 | steps 1,364,480 | sps   2262 | ep_rew     4.56 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0034 | ent -0.9685 | kl 0.000202 | ev  0.989 | lr 1.64e-04
iter  2666 | steps 1,364,992 | sps   2202 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0051 | ent -0.9681 | kl 0.000081 | ev  0.940 | lr 1.64e-04
iter  2667 | steps 1,365,504 | sps   2274 | ep_rew     5.27 | ep_len   1001 | n_eps    1 | pol -0.0014 | val  0.0002 | ent -0.9738 | kl 0.000153 | ev  0.902 | lr 1.63e-04
iter  2668 | steps 1,366,016 | sps   2311 | ep_rew     4.03 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0275 | ent -0.8854 | kl 0.000121 | ev  0.952 | lr 1.63e-04
iter  2669 | steps 1,366,528 | sps   2255 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0079 | ent -0.8790 | kl 0.000019 | ev  0.707 | lr 1.63e-04
iter  2670 | steps 1,367,040 | sps   2257 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0003 | ent -0.9078 | kl 0.000035 | ev  0.954 | lr 1.63e-04
iter  2671 | steps 1,367,552 | sps   2262 | ep_rew     4.34 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0036 | ent -0.9093 | kl 0.000087 | ev  0.990 | lr 1.63e-04
iter  2672 | steps 1,368,064 | sps   2277 | ep_rew    -0.59 | ep_len    116 | n_eps    1 | pol -0.0012 | val  0.1351 | ent -0.8470 | kl 0.000210 | ev  0.718 | lr 1.63e-04
iter  2673 | steps 1,368,576 | sps   2281 | ep_rew     2.60 | ep_len    557 | n_eps    2 | pol -0.0005 | val  0.0820 | ent -0.9023 | kl 0.000056 | ev  0.859 | lr 1.63e-04
iter  2674 | steps 1,369,088 | sps   2226 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0266 | ent -0.7841 | kl 0.000051 | ev  0.649 | lr 1.63e-04
iter  2675 | steps 1,369,600 | sps   2245 | ep_rew     4.50 | ep_len    776 | n_eps    3 | pol -0.0016 | val  0.0525 | ent -0.6966 | kl 0.000075 | ev  0.801 | lr 1.63e-04
iter  2676 | steps 1,370,112 | sps   2364 | ep_rew     6.37 | ep_len    420 | n_eps    1 | pol -0.0008 | val  0.0879 | ent -0.7875 | kl 0.000265 | ev  0.825 | lr 1.63e-04
iter  2677 | steps 1,370,624 | sps   2169 | ep_rew     0.64 | ep_len    139 | n_eps    1 | pol -0.0007 | val  0.0948 | ent -0.8458 | kl 0.000097 | ev  0.727 | lr 1.63e-04
iter  2678 | steps 1,371,136 | sps   2019 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0131 | ent -0.9126 | kl 0.000154 | ev  0.929 | lr 1.63e-04
iter  2679 | steps 1,371,648 | sps   1920 | ep_rew     5.44 | ep_len    533 | n_eps    1 | pol -0.0000 | val  0.0841 | ent -0.9307 | kl 0.000028 | ev  0.396 | lr 1.63e-04
iter  2680 | steps 1,372,160 | sps   2189 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0117 | ent -0.9283 | kl 0.000030 | ev  0.953 | lr 1.63e-04
