Device : cpu
Seed   : 42
Total timesteps : 3,000,000
Steps/iter      : 512
Total iters     : 5859
Parallel envs   : 4

Creating LunarLander-v3 environments...
obs_dim   : 8
n_actions : 4
Policy params : 5,061

Starting training — run: lunar_ppo_1781377163

  iter |     steps |    sps |   ep_rew | ep_len | n_eps |     pol |     val |     ent |       kl |     ev | lr
iter  1649 | steps  844,288 | sps   2166 | ep_rew     1.76 | ep_len    544 | n_eps    3 | pol -0.0007 | val  0.1939 | ent -0.8207 | kl 0.000221 | ev  0.702 | lr 2.16e-04
iter  1650 | steps  844,800 | sps   2382 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0089 | ent -0.8822 | kl 0.000152 | ev  0.957 | lr 2.16e-04
iter  1651 | steps  845,312 | sps    997 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0038 | val  0.0431 | ent -0.7305 | kl 0.000342 | ev  0.696 | lr 2.16e-04
iter  1652 | steps  845,824 | sps   2318 | ep_rew     7.28 | ep_len    385 | n_eps    1 | pol  0.0001 | val  0.0470 | ent -0.8887 | kl 0.000038 | ev  0.726 | lr 2.15e-04
  [best] new best 7.28 → models/lunar_ppo/lunar_checkpoint_best.pt
iter  1653 | steps  846,336 | sps   3720 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0029 | val  0.0099 | ent -0.9138 | kl 0.000312 | ev  0.610 | lr 2.15e-04
iter  1654 | steps  846,848 | sps   2233 | ep_rew    -0.86 | ep_len    267 | n_eps    1 | pol -0.0005 | val  0.0741 | ent -0.8930 | kl 0.000249 | ev  0.666 | lr 2.15e-04
iter  1655 | steps  847,360 | sps   2348 | ep_rew     0.44 | ep_len   1001 | n_eps    1 | pol -0.0018 | val  0.0071 | ent -0.9323 | kl 0.000184 | ev  0.945 | lr 2.15e-04
iter  1656 | steps  847,872 | sps   1097 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0105 | ent -0.9364 | kl 0.000179 | ev  0.744 | lr 2.15e-04
iter  1657 | steps  848,384 | sps   2077 | ep_rew     2.66 | ep_len    760 | n_eps    3 | pol -0.0013 | val  0.0653 | ent -0.9380 | kl 0.000144 | ev  0.795 | lr 2.15e-04
iter  1658 | steps  848,896 | sps   2448 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0112 | ent -0.9500 | kl 0.000469 | ev  0.875 | lr 2.15e-04
iter  1659 | steps  849,408 | sps   2345 | ep_rew    -0.81 | ep_len    206 | n_eps    2 | pol -0.0002 | val  0.0831 | ent -0.8815 | kl 0.000089 | ev  0.749 | lr 2.15e-04
iter  1660 | steps  849,920 | sps   2376 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0092 | ent -0.9595 | kl 0.000145 | ev  0.758 | lr 2.15e-04
iter  1661 | steps  850,432 | sps   2358 | ep_rew    -2.47 | ep_len    314 | n_eps    1 | pol -0.0046 | val  0.0543 | ent -0.9493 | kl 0.000438 | ev  0.835 | lr 2.15e-04
iter  1662 | steps  850,944 | sps   2347 | ep_rew     2.85 | ep_len   1001 | n_eps    1 | pol -0.0015 | val  0.0044 | ent -0.9304 | kl 0.000180 | ev  0.979 | lr 2.15e-04
iter  1663 | steps  851,456 | sps   2224 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0027 | val  0.0127 | ent -0.9890 | kl 0.000490 | ev  0.574 | lr 2.15e-04
iter  1664 | steps  851,968 | sps   3444 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0023 | val  0.0112 | ent -0.9574 | kl 0.000386 | ev  0.332 | lr 2.15e-04
iter  1665 | steps  852,480 | sps   3814 | ep_rew     2.56 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0078 | ent -0.9794 | kl 0.000125 | ev  0.936 | lr 2.15e-04
iter  1666 | steps  852,992 | sps   1058 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0023 | ent -0.9617 | kl 0.000075 | ev  0.903 | lr 2.15e-04
iter  1667 | steps  853,504 | sps   1043 | ep_rew     3.90 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0049 | ent -0.9646 | kl 0.000212 | ev  0.963 | lr 2.15e-04
iter  1668 | steps  854,016 | sps   2284 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0022 | val  0.0252 | ent -0.8942 | kl 0.000630 | ev  0.286 | lr 2.15e-04
iter  1669 | steps  854,528 | sps   2329 | ep_rew     4.24 | ep_len    868 | n_eps    3 | pol -0.0012 | val  0.0572 | ent -0.7789 | kl 0.000189 | ev  0.744 | lr 2.15e-04
iter  1670 | steps  855,040 | sps   2349 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0059 | ent -0.9091 | kl 0.000129 | ev  0.978 | lr 2.15e-04
iter  1671 | steps  855,552 | sps   2352 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0159 | ent -0.8736 | kl 0.000189 | ev  0.669 | lr 2.14e-04
iter  1672 | steps  856,064 | sps   2300 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0265 | ent -0.8686 | kl 0.000074 | ev  0.261 | lr 2.14e-04
iter  1673 | steps  856,576 | sps   2264 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0027 | ent -0.7503 | kl 0.000050 | ev  0.913 | lr 2.14e-04
iter  1674 | steps  857,088 | sps   2276 | ep_rew     3.85 | ep_len    557 | n_eps    1 | pol -0.0010 | val  0.0671 | ent -0.8391 | kl 0.000097 | ev  0.614 | lr 2.14e-04
iter  1675 | steps  857,600 | sps   2360 | ep_rew     2.12 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0101 | ent -1.0189 | kl 0.000141 | ev  0.880 | lr 2.14e-04
iter  1676 | steps  858,112 | sps   2319 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0015 | val  0.0125 | ent -1.0040 | kl 0.000205 | ev  0.558 | lr 2.14e-04
iter  1677 | steps  858,624 | sps   2267 | ep_rew     3.22 | ep_len   1001 | n_eps    2 | pol -0.0028 | val  0.0040 | ent -1.0407 | kl 0.000677 | ev  0.980 | lr 2.14e-04
iter  1678 | steps  859,136 | sps   2377 | ep_rew     4.70 | ep_len    498 | n_eps    1 | pol -0.0015 | val  0.0533 | ent -0.8521 | kl 0.000514 | ev  0.734 | lr 2.14e-04
iter  1679 | steps  859,648 | sps   2319 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0036 | val  0.0109 | ent -0.9919 | kl 0.000549 | ev  0.933 | lr 2.14e-04
iter  1680 | steps  860,160 | sps   2320 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0033 | ent -1.0307 | kl 0.000079 | ev  0.410 | lr 2.14e-04
iter  1681 | steps  860,672 | sps   2279 | ep_rew     7.02 | ep_len    393 | n_eps    1 | pol -0.0005 | val  0.0437 | ent -0.8691 | kl 0.000081 | ev  0.645 | lr 2.14e-04
iter  1682 | steps  861,184 | sps   2324 | ep_rew     4.23 | ep_len   1001 | n_eps    1 | pol -0.0022 | val  0.0075 | ent -1.0142 | kl 0.000299 | ev  0.968 | lr 2.14e-04
iter  1683 | steps  861,696 | sps   2379 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0053 | val  0.0041 | ent -0.9698 | kl 0.001264 | ev  0.727 | lr 2.14e-04
iter  1684 | steps  862,208 | sps   3844 | ep_rew     3.80 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0215 | ent -0.9102 | kl 0.000991 | ev  0.848 | lr 2.14e-04
iter  1685 | steps  862,720 | sps   3308 | ep_rew     4.21 | ep_len    712 | n_eps    2 | pol -0.0023 | val  0.0330 | ent -0.9004 | kl 0.000507 | ev  0.907 | lr 2.14e-04
iter  1686 | steps  863,232 | sps   4085 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0023 | val  0.0125 | ent -0.8833 | kl 0.000904 | ev  0.850 | lr 2.14e-04
iter  1687 | steps  863,744 | sps   3220 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0020 | val  0.0349 | ent -0.8767 | kl 0.000521 | ev  0.202 | lr 2.14e-04
iter  1688 | steps  864,256 | sps    865 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0025 | val  0.0156 | ent -0.8854 | kl 0.000617 | ev  0.674 | lr 2.14e-04
iter  1689 | steps  864,768 | sps   2164 | ep_rew    -2.59 | ep_len    769 | n_eps    2 | pol -0.0004 | val  0.0929 | ent -0.9270 | kl 0.000605 | ev  0.847 | lr 2.14e-04
iter  1690 | steps  865,280 | sps   2459 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0063 | ent -0.9538 | kl 0.000154 | ev  0.976 | lr 2.14e-04
iter  1691 | steps  865,792 | sps   4000 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0078 | ent -1.0268 | kl 0.000064 | ev  0.646 | lr 2.13e-04
iter  1692 | steps  866,304 | sps   3976 | ep_rew     4.74 | ep_len    690 | n_eps    2 | pol -0.0017 | val  0.0739 | ent -0.9358 | kl 0.000372 | ev  0.843 | lr 2.13e-04
iter  1693 | steps  866,816 | sps   3410 | ep_rew    -5.55 | ep_len   1000 | n_eps    1 | pol  0.0002 | val  0.0757 | ent -1.0443 | kl 0.000725 | ev  0.761 | lr 2.13e-04
iter  1694 | steps  867,328 | sps   2321 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0177 | ent -1.0560 | kl 0.000480 | ev  0.685 | lr 2.13e-04
iter  1695 | steps  867,840 | sps   2309 | ep_rew    -2.06 | ep_len    264 | n_eps    2 | pol -0.0015 | val  0.0802 | ent -0.9928 | kl 0.000309 | ev  0.819 | lr 2.13e-04
iter  1696 | steps  868,352 | sps   2368 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0040 | val  0.0101 | ent -0.9658 | kl 0.001628 | ev  0.778 | lr 2.13e-04
iter  1697 | steps  868,864 | sps   3604 | ep_rew     3.14 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0320 | ent -1.0062 | kl 0.000642 | ev  0.918 | lr 2.13e-04
iter  1698 | steps  869,376 | sps   2215 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0074 | ent -0.9272 | kl 0.000057 | ev  0.852 | lr 2.13e-04
iter  1699 | steps  869,888 | sps    991 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0268 | ent -0.7616 | kl 0.000135 | ev  0.850 | lr 2.13e-04
iter  1700 | steps  870,400 | sps   3806 | ep_rew     5.00 | ep_len    674 | n_eps    2 | pol -0.0014 | val  0.0158 | ent -0.9473 | kl 0.000210 | ev  0.925 | lr 2.13e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_870400.pt
iter  1701 | steps  870,912 | sps   3498 | ep_rew    -1.19 | ep_len    183 | n_eps    1 | pol -0.0034 | val  0.0452 | ent -0.9504 | kl 0.000813 | ev  0.846 | lr 2.13e-04
iter  1702 | steps  871,424 | sps   2370 | ep_rew    -0.18 | ep_len    584 | n_eps    4 | pol -0.0007 | val  0.1622 | ent -0.9360 | kl 0.000205 | ev  0.711 | lr 2.13e-04
iter  1703 | steps  871,936 | sps   3844 | ep_rew    -3.08 | ep_len    152 | n_eps    2 | pol -0.0019 | val  0.0702 | ent -0.9389 | kl 0.000381 | ev  0.918 | lr 2.13e-04
iter  1704 | steps  872,448 | sps   2414 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0298 | ent -0.9176 | kl 0.000142 | ev  0.809 | lr 2.13e-04
iter  1705 | steps  872,960 | sps   2322 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0527 | ent -0.9347 | kl 0.000095 | ev  0.430 | lr 2.13e-04
iter  1706 | steps  873,472 | sps   2266 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0048 | val  0.0242 | ent -0.9811 | kl 0.000125 | ev -0.848 | lr 2.13e-04
iter  1707 | steps  873,984 | sps   2258 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0008 | val  0.0016 | ent -0.9931 | kl 0.000092 | ev  0.803 | lr 2.13e-04
iter  1708 | steps  874,496 | sps   2256 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0024 | val  0.0008 | ent -0.9998 | kl 0.000713 | ev  0.914 | lr 2.13e-04
iter  1709 | steps  875,008 | sps   2243 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0026 | ent -1.0040 | kl 0.000776 | ev  0.656 | lr 2.13e-04
iter  1710 | steps  875,520 | sps   2275 | ep_rew     3.06 | ep_len   1001 | n_eps    2 | pol -0.0033 | val  0.0070 | ent -1.0245 | kl 0.000438 | ev  0.844 | lr 2.12e-04
iter  1711 | steps  876,032 | sps   2367 | ep_rew     3.84 | ep_len   1001 | n_eps    2 | pol -0.0015 | val  0.0063 | ent -1.0378 | kl 0.001089 | ev  0.973 | lr 2.12e-04
iter  1712 | steps  876,544 | sps   2460 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0015 | val  0.0194 | ent -0.9801 | kl 0.001674 | ev  0.863 | lr 2.12e-04
iter  1713 | steps  877,056 | sps   2461 | ep_rew    -3.27 | ep_len    293 | n_eps    3 | pol -0.0011 | val  0.1165 | ent -0.8322 | kl 0.000373 | ev  0.856 | lr 2.12e-04
iter  1714 | steps  877,568 | sps   3852 | ep_rew     4.96 | ep_len    413 | n_eps    1 | pol -0.0022 | val  0.0164 | ent -0.9577 | kl 0.000648 | ev  0.955 | lr 2.12e-04
iter  1715 | steps  878,080 | sps   2294 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0021 | val  0.0429 | ent -0.9587 | kl 0.000315 | ev  0.806 | lr 2.12e-04
iter  1716 | steps  878,592 | sps   3286 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0406 | ent -0.9051 | kl 0.000099 | ev  0.760 | lr 2.12e-04
iter  1717 | steps  879,104 | sps   2292 | ep_rew     4.27 | ep_len    571 | n_eps    1 | pol -0.0018 | val  0.0432 | ent -0.9268 | kl 0.000560 | ev  0.876 | lr 2.12e-04
iter  1718 | steps  879,616 | sps   2340 | ep_rew    -5.09 | ep_len    631 | n_eps    1 | pol -0.0004 | val  0.0209 | ent -1.0309 | kl 0.000363 | ev  0.926 | lr 2.12e-04
iter  1719 | steps  880,128 | sps   3791 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0131 | ent -0.8526 | kl 0.000088 | ev  0.894 | lr 2.12e-04
iter  1720 | steps  880,640 | sps   3808 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0162 | ent -0.7884 | kl 0.000083 | ev  0.865 | lr 2.12e-04
iter  1721 | steps  881,152 | sps   3729 | ep_rew     2.05 | ep_len   1001 | n_eps    2 | pol -0.0009 | val  0.0136 | ent -0.6905 | kl 0.000088 | ev  0.848 | lr 2.12e-04
iter  1722 | steps  881,664 | sps   2075 | ep_rew     4.85 | ep_len    564 | n_eps    1 | pol -0.0001 | val  0.0575 | ent -0.8197 | kl 0.000110 | ev  0.711 | lr 2.12e-04
iter  1723 | steps  882,176 | sps   2328 | ep_rew    -1.25 | ep_len    196 | n_eps    2 | pol -0.0021 | val  0.2150 | ent -0.8512 | kl 0.000442 | ev  0.589 | lr 2.12e-04
iter  1724 | steps  882,688 | sps   2294 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0020 | val  0.0085 | ent -0.8631 | kl 0.000586 | ev  0.943 | lr 2.12e-04
iter  1725 | steps  883,200 | sps   2333 | ep_rew     1.49 | ep_len    592 | n_eps    2 | pol -0.0005 | val  0.0566 | ent -0.8277 | kl 0.000129 | ev  0.790 | lr 2.12e-04
iter  1726 | steps  883,712 | sps   3355 | ep_rew    -0.07 | ep_len    150 | n_eps    1 | pol -0.0022 | val  0.0692 | ent -0.8979 | kl 0.000182 | ev  0.748 | lr 2.12e-04
iter  1727 | steps  884,224 | sps   2264 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0027 | val  0.0186 | ent -0.9656 | kl 0.000526 | ev  0.770 | lr 2.12e-04
iter  1728 | steps  884,736 | sps   3348 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0104 | ent -0.9837 | kl 0.000086 | ev  0.711 | lr 2.12e-04
iter  1729 | steps  885,248 | sps   2278 | ep_rew    -0.85 | ep_len    698 | n_eps    2 | pol -0.0037 | val  0.0528 | ent -1.0147 | kl 0.000408 | ev  0.853 | lr 2.12e-04
iter  1730 | steps  885,760 | sps   2184 | ep_rew    -2.23 | ep_len    137 | n_eps    1 | pol -0.0003 | val  0.0502 | ent -0.9795 | kl 0.000160 | ev  0.818 | lr 2.11e-04
iter  1731 | steps  886,272 | sps   2222 | ep_rew     2.12 | ep_len   1001 | n_eps    1 | pol -0.0000 | val  0.0194 | ent -0.8615 | kl 0.000099 | ev  0.884 | lr 2.11e-04
iter  1732 | steps  886,784 | sps   2261 | ep_rew     2.62 | ep_len    266 | n_eps    2 | pol -0.0004 | val  0.0815 | ent -0.9671 | kl 0.000111 | ev  0.839 | lr 2.11e-04
iter  1733 | steps  887,296 | sps   2345 | ep_rew     2.23 | ep_len   1001 | n_eps    1 | pol -0.0020 | val  0.0288 | ent -0.8711 | kl 0.000279 | ev  0.755 | lr 2.11e-04
iter  1734 | steps  887,808 | sps   3812 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0109 | ent -0.7761 | kl 0.000198 | ev  0.784 | lr 2.11e-04
iter  1735 | steps  888,320 | sps   3604 | ep_rew     6.69 | ep_len    467 | n_eps    1 | pol -0.0003 | val  0.0526 | ent -0.8448 | kl 0.000080 | ev  0.700 | lr 2.11e-04
iter  1736 | steps  888,832 | sps    914 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0022 | val  0.0050 | ent -0.9711 | kl 0.000221 | ev  0.912 | lr 2.11e-04
iter  1737 | steps  889,344 | sps   2310 | ep_rew     5.83 | ep_len    255 | n_eps    1 | pol -0.0012 | val  0.0514 | ent -0.8603 | kl 0.000176 | ev  0.722 | lr 2.11e-04
iter  1738 | steps  889,856 | sps   3513 | ep_rew     1.64 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0039 | ent -0.9516 | kl 0.000097 | ev  0.944 | lr 2.11e-04
iter  1739 | steps  890,368 | sps   3040 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0123 | ent -1.0452 | kl 0.000197 | ev  0.911 | lr 2.11e-04
iter  1740 | steps  890,880 | sps   2275 | ep_rew     3.89 | ep_len   1001 | n_eps    1 | pol -0.0020 | val  0.0096 | ent -0.9955 | kl 0.000174 | ev  0.944 | lr 2.11e-04
iter  1741 | steps  891,392 | sps   2275 | ep_rew     2.63 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0208 | ent -1.0116 | kl 0.000137 | ev  0.832 | lr 2.11e-04
iter  1742 | steps  891,904 | sps   2317 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0047 | ent -1.0167 | kl 0.000182 | ev  0.803 | lr 2.11e-04
iter  1743 | steps  892,416 | sps   2329 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0116 | ent -1.0486 | kl 0.000333 | ev  0.091 | lr 2.11e-04
iter  1744 | steps  892,928 | sps   2216 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0002 | ent -1.0431 | kl 0.000317 | ev  0.848 | lr 2.11e-04
iter  1745 | steps  893,440 | sps   2281 | ep_rew     3.16 | ep_len   1001 | n_eps    1 | pol -0.0027 | val  0.0020 | ent -1.0220 | kl 0.000598 | ev  0.986 | lr 2.11e-04
iter  1746 | steps  893,952 | sps   2358 | ep_rew     3.51 | ep_len   1001 | n_eps    1 | pol -0.0034 | val  0.0037 | ent -0.9577 | kl 0.000975 | ev  0.976 | lr 2.11e-04
iter  1747 | steps  894,464 | sps   2155 | ep_rew     4.14 | ep_len   1001 | n_eps    1 | pol -0.0014 | val  0.0144 | ent -0.9606 | kl 0.000514 | ev  0.868 | lr 2.11e-04
iter  1748 | steps  894,976 | sps   1867 | ep_rew    -0.05 | ep_len    179 | n_eps    1 | pol -0.0022 | val  0.0538 | ent -0.9560 | kl 0.000080 | ev  0.804 | lr 2.11e-04
iter  1749 | steps  895,488 | sps   2331 | ep_rew     1.96 | ep_len    586 | n_eps    2 | pol -0.0020 | val  0.0453 | ent -0.9562 | kl 0.000167 | ev  0.855 | lr 2.10e-04
iter  1750 | steps  896,000 | sps   2338 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0114 | ent -0.9219 | kl 0.000216 | ev  0.823 | lr 2.10e-04
iter  1751 | steps  896,512 | sps   2322 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0026 | val  0.0055 | ent -0.9348 | kl 0.000399 | ev  0.552 | lr 2.10e-04
iter  1752 | steps  897,024 | sps   2263 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0022 | val  0.0192 | ent -0.8282 | kl 0.000293 | ev  0.436 | lr 2.10e-04
iter  1753 | steps  897,536 | sps   2303 | ep_rew     3.80 | ep_len    742 | n_eps    2 | pol -0.0002 | val  0.0389 | ent -0.8172 | kl 0.000038 | ev  0.871 | lr 2.10e-04
iter  1754 | steps  898,048 | sps   2171 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0029 | ent -0.8308 | kl 0.000107 | ev  0.915 | lr 2.10e-04
iter  1755 | steps  898,560 | sps   2295 | ep_rew     4.60 | ep_len    642 | n_eps    2 | pol -0.0004 | val  0.0509 | ent -0.7817 | kl 0.000085 | ev  0.758 | lr 2.10e-04
iter  1756 | steps  899,072 | sps   2336 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0141 | ent -0.9064 | kl 0.000072 | ev  0.918 | lr 2.10e-04
iter  1757 | steps  899,584 | sps   2357 | ep_rew     3.26 | ep_len   1001 | n_eps    1 | pol -0.0012 | val  0.0235 | ent -0.9954 | kl 0.000427 | ev  0.898 | lr 2.10e-04
iter  1758 | steps  900,096 | sps   2291 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0392 | ent -0.9458 | kl 0.000208 | ev  0.290 | lr 2.10e-04
iter  1759 | steps  900,608 | sps   2254 | ep_rew     5.51 | ep_len    343 | n_eps    1 | pol -0.0001 | val  0.0465 | ent -0.7779 | kl 0.000011 | ev  0.791 | lr 2.10e-04
iter  1760 | steps  901,120 | sps   2298 | ep_rew     0.84 | ep_len   1001 | n_eps    1 | pol -0.0025 | val  0.0044 | ent -0.9740 | kl 0.000320 | ev  0.966 | lr 2.10e-04
iter  1761 | steps  901,632 | sps   2346 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0067 | ent -0.9869 | kl 0.000272 | ev  0.965 | lr 2.10e-04
iter  1762 | steps  902,144 | sps   2314 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0118 | ent -1.0091 | kl 0.000151 | ev  0.306 | lr 2.10e-04
iter  1763 | steps  902,656 | sps   2288 | ep_rew     3.96 | ep_len   1001 | n_eps    2 | pol -0.0009 | val  0.0224 | ent -1.0064 | kl 0.000088 | ev  0.917 | lr 2.10e-04
iter  1764 | steps  903,168 | sps   2307 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0166 | ent -0.9603 | kl 0.000104 | ev  0.896 | lr 2.10e-04
iter  1765 | steps  903,680 | sps   2279 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0019 | val  0.0217 | ent -0.9418 | kl 0.000257 | ev  0.505 | lr 2.10e-04
iter  1766 | steps  904,192 | sps   2264 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0026 | val  0.0220 | ent -0.9021 | kl 0.000200 | ev  0.109 | lr 2.10e-04
iter  1767 | steps  904,704 | sps   2240 | ep_rew     3.87 | ep_len    795 | n_eps    2 | pol -0.0022 | val  0.0604 | ent -0.8545 | kl 0.000294 | ev  0.680 | lr 2.10e-04
iter  1768 | steps  905,216 | sps   2118 | ep_rew    -0.08 | ep_len   1001 | n_eps    1 | pol -0.0040 | val  0.0065 | ent -0.9190 | kl 0.000857 | ev  0.970 | lr 2.10e-04
iter  1769 | steps  905,728 | sps   2182 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0038 | val  0.0274 | ent -0.9284 | kl 0.000551 | ev  0.798 | lr 2.09e-04
iter  1770 | steps  906,240 | sps   2047 | ep_rew     6.33 | ep_len    388 | n_eps    1 | pol -0.0002 | val  0.0643 | ent -0.5994 | kl 0.000161 | ev  0.760 | lr 2.09e-04
iter  1771 | steps  906,752 | sps   2224 | ep_rew     4.59 | ep_len    706 | n_eps    2 | pol -0.0004 | val  0.0340 | ent -0.8671 | kl 0.000125 | ev  0.916 | lr 2.09e-04
iter  1772 | steps  907,264 | sps   2242 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0127 | ent -0.8667 | kl 0.000416 | ev  0.893 | lr 2.09e-04
iter  1773 | steps  907,776 | sps   2226 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0146 | ent -0.9842 | kl 0.000206 | ev  0.165 | lr 2.09e-04
iter  1774 | steps  908,288 | sps   2257 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0018 | ent -1.0135 | kl 0.000157 | ev  0.493 | lr 2.09e-04
iter  1775 | steps  908,800 | sps   2254 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0029 | ent -1.0067 | kl 0.000115 | ev  0.110 | lr 2.09e-04
iter  1776 | steps  909,312 | sps   2145 | ep_rew     2.88 | ep_len   1001 | n_eps    1 | pol -0.0032 | val  0.0018 | ent -1.0221 | kl 0.000475 | ev  0.985 | lr 2.09e-04
iter  1777 | steps  909,824 | sps   2269 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0017 | ent -0.9799 | kl 0.000574 | ev  0.956 | lr 2.09e-04
iter  1778 | steps  910,336 | sps   2269 | ep_rew     4.05 | ep_len   1001 | n_eps    2 | pol -0.0006 | val  0.0106 | ent -1.0348 | kl 0.000313 | ev  0.935 | lr 2.09e-04
iter  1779 | steps  910,848 | sps   2348 | ep_rew     3.64 | ep_len   1001 | n_eps    1 | pol -0.0015 | val  0.0068 | ent -0.8977 | kl 0.000562 | ev  0.977 | lr 2.09e-04
iter  1780 | steps  911,360 | sps   2349 | ep_rew    -0.17 | ep_len    238 | n_eps    1 | pol  0.0002 | val  0.0794 | ent -0.9201 | kl 0.000291 | ev  0.742 | lr 2.09e-04
iter  1781 | steps  911,872 | sps   2292 | ep_rew     6.66 | ep_len    341 | n_eps    1 | pol -0.0001 | val  0.0782 | ent -0.7979 | kl 0.000046 | ev  0.611 | lr 2.09e-04
iter  1782 | steps  912,384 | sps   2311 | ep_rew     5.40 | ep_len    458 | n_eps    1 | pol -0.0000 | val  0.0302 | ent -0.7199 | kl 0.000110 | ev  0.880 | lr 2.09e-04
iter  1783 | steps  912,896 | sps   2327 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0148 | ent -0.9998 | kl 0.000035 | ev  0.921 | lr 2.09e-04
