Device : cpu
Seed   : 42
Total timesteps : 3,000,000
Steps/iter      : 512
Total iters     : 5859
Parallel envs   : 4

Creating LunarLander-v3 environments...
obs_dim   : 8
n_actions : 4
Policy params : 5,061

Starting training — run: lunar_ppo_1781379942

  iter |     steps |    sps |   ep_rew | ep_len | n_eps |     pol |     val |     ent |       kl |     ev | lr
iter  3193 | steps 1,634,816 | sps   2352 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0013 | ent -0.9441 | kl 0.000012 | ev  0.089 | lr 1.00e-04
iter  3194 | steps 1,635,328 | sps   2390 | ep_rew   123.36 | ep_len   1001 | n_eps    1 | pol -0.0012 | val  0.0012 | ent -0.9439 | kl 0.000013 | ev  0.167 | lr 1.00e-04
iter  3195 | steps 1,635,840 | sps   2331 | ep_rew   111.92 | ep_len   1001 | n_eps    1 | pol -0.0000 | val  0.0025 | ent -0.8601 | kl 0.000048 | ev  0.916 | lr 1.00e-04
iter  3196 | steps 1,636,352 | sps   2551 | ep_rew    25.04 | ep_len    566 | n_eps    2 | pol -0.0013 | val  0.0109 | ent -0.9539 | kl 0.000032 | ev  0.771 | lr 1.00e-04
iter  3197 | steps 1,636,864 | sps   2574 | ep_rew   -32.42 | ep_len    219 | n_eps    1 | pol -0.0003 | val  0.0111 | ent -0.9806 | kl 0.000068 | ev  0.591 | lr 1.00e-04
iter  3198 | steps 1,637,376 | sps   2372 | ep_rew   147.37 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0023 | ent -0.9537 | kl 0.000010 | ev  0.939 | lr 1.00e-04
iter  3199 | steps 1,637,888 | sps   2509 | ep_rew    29.52 | ep_len    148 | n_eps    2 | pol -0.0012 | val  0.0091 | ent -1.0006 | kl 0.000052 | ev  0.802 | lr 1.00e-04
iter  3200 | steps 1,638,400 | sps   2502 | ep_rew   -16.32 | ep_len    214 | n_eps    1 | pol  0.0000 | val  0.0078 | ent -0.9848 | kl 0.000017 | ev  0.736 | lr 1.00e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_1638400.pt
iter  3201 | steps 1,638,912 | sps   2524 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0004 | ent -0.9647 | kl 0.000010 | ev  0.971 | lr 1.00e-04
iter  3202 | steps 1,639,424 | sps   2411 | ep_rew    41.85 | ep_len    612 | n_eps    2 | pol -0.0003 | val  0.0076 | ent -0.9693 | kl 0.000018 | ev  0.843 | lr 1.00e-04
iter  3203 | steps 1,639,936 | sps   2429 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0007 | ent -0.9890 | kl 0.000012 | ev  0.975 | lr 1.00e-04
iter  3204 | steps 1,640,448 | sps   2531 | ep_rew   111.46 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0053 | ent -0.9568 | kl 0.000021 | ev  0.708 | lr 1.00e-04
iter  3205 | steps 1,640,960 | sps   2506 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0036 | ent -0.9133 | kl 0.000011 | ev  0.164 | lr 1.00e-04
iter  3206 | steps 1,641,472 | sps   2429 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0005 | ent -0.9295 | kl 0.000030 | ev  0.879 | lr 1.00e-04
iter  3207 | steps 1,641,984 | sps   2396 | ep_rew   145.55 | ep_len   1001 | n_eps    1 | pol -0.0013 | val  0.0011 | ent -0.9091 | kl 0.000051 | ev  0.944 | lr 1.00e-04
iter  3208 | steps 1,642,496 | sps   2485 | ep_rew   -18.37 | ep_len    141 | n_eps    1 | pol -0.0014 | val  0.0085 | ent -0.8943 | kl 0.000069 | ev  0.770 | lr 1.00e-04
iter  3209 | steps 1,643,008 | sps   2455 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0022 | ent -0.8790 | kl 0.000055 | ev  0.676 | lr 1.00e-04
iter  3210 | steps 1,643,520 | sps   2512 | ep_rew    91.55 | ep_len   1001 | n_eps    2 | pol -0.0000 | val  0.0019 | ent -0.8975 | kl 0.000032 | ev  0.944 | lr 1.00e-04
iter  3211 | steps 1,644,032 | sps   2550 | ep_rew   111.65 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0018 | ent -1.0037 | kl 0.000024 | ev  0.902 | lr 1.00e-04
iter  3212 | steps 1,644,544 | sps   2469 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0015 | ent -0.9472 | kl 0.000021 | ev  0.932 | lr 1.00e-04
iter  3213 | steps 1,645,056 | sps   2480 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0033 | ent -0.8085 | kl 0.000016 | ev -0.103 | lr 1.00e-04
iter  3214 | steps 1,645,568 | sps   2467 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0006 | ent -0.8400 | kl 0.000002 | ev -0.256 | lr 1.00e-04
iter  3215 | steps 1,646,080 | sps   2485 | ep_rew   165.94 | ep_len    569 | n_eps    1 | pol -0.0001 | val  0.0070 | ent -0.9438 | kl 0.000010 | ev  0.789 | lr 1.00e-04
iter  3216 | steps 1,646,592 | sps   2493 | ep_rew   146.61 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0025 | ent -0.9439 | kl 0.000019 | ev  0.883 | lr 1.00e-04
iter  3217 | steps 1,647,104 | sps   2342 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0006 | ent -0.9860 | kl 0.000029 | ev  0.815 | lr 1.00e-04
iter  3218 | steps 1,647,616 | sps   2477 | ep_rew   117.86 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0039 | ent -1.0051 | kl 0.000047 | ev  0.878 | lr 1.00e-04
iter  3219 | steps 1,648,128 | sps   2427 | ep_rew    55.67 | ep_len    600 | n_eps    2 | pol -0.0004 | val  0.0088 | ent -1.0121 | kl 0.000047 | ev  0.794 | lr 1.00e-04
iter  3220 | steps 1,648,640 | sps   2545 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0023 | ent -0.9486 | kl 0.000222 | ev  0.913 | lr 1.00e-04
iter  3221 | steps 1,649,152 | sps   2501 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0017 | ent -0.8245 | kl 0.000011 | ev  0.650 | lr 1.00e-04
iter  3222 | steps 1,649,664 | sps   2347 | ep_rew   136.53 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0011 | ent -0.8303 | kl 0.000022 | ev  0.812 | lr 1.00e-04
iter  3223 | steps 1,650,176 | sps   2421 | ep_rew   148.27 | ep_len    915 | n_eps    1 | pol -0.0000 | val  0.0118 | ent -0.8275 | kl 0.000008 | ev  0.635 | lr 1.00e-04
iter  3224 | steps 1,650,688 | sps   2501 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0038 | ent -0.7170 | kl 0.000009 | ev -0.148 | lr 1.00e-04
iter  3225 | steps 1,651,200 | sps   2554 | ep_rew   190.58 | ep_len    484 | n_eps    2 | pol -0.0003 | val  0.0104 | ent -0.9558 | kl 0.000011 | ev  0.717 | lr 1.00e-04
iter  3226 | steps 1,651,712 | sps   2546 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0019 | ent -0.9789 | kl 0.000014 | ev  0.302 | lr 1.00e-04
iter  3227 | steps 1,652,224 | sps   2427 | ep_rew   106.44 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0024 | ent -0.9679 | kl 0.000008 | ev  0.858 | lr 1.00e-04
iter  3228 | steps 1,652,736 | sps   2532 | ep_rew   187.82 | ep_len    393 | n_eps    1 | pol -0.0005 | val  0.0081 | ent -0.9592 | kl 0.000018 | ev  0.658 | lr 1.00e-04
iter  3229 | steps 1,653,248 | sps   2498 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0021 | ent -1.0493 | kl 0.000018 | ev  0.194 | lr 1.00e-04
iter  3230 | steps 1,653,760 | sps   2415 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0004 | ent -1.0757 | kl 0.000008 | ev  0.430 | lr 1.00e-04
iter  3231 | steps 1,654,272 | sps   2160 | ep_rew   144.03 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0007 | ent -1.0790 | kl 0.000019 | ev  0.969 | lr 1.00e-04
iter  3232 | steps 1,654,784 | sps   2235 | ep_rew   138.54 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0024 | ent -1.0486 | kl 0.000042 | ev  0.720 | lr 1.00e-04
iter  3233 | steps 1,655,296 | sps   2405 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0004 | ent -1.0422 | kl 0.000065 | ev  0.983 | lr 1.00e-04
iter  3234 | steps 1,655,808 | sps   2402 | ep_rew    11.80 | ep_len    152 | n_eps    1 | pol -0.0009 | val  0.0052 | ent -1.0468 | kl 0.000148 | ev  0.854 | lr 1.00e-04
iter  3235 | steps 1,656,320 | sps   2380 | ep_rew   106.20 | ep_len    716 | n_eps    3 | pol -0.0001 | val  0.0094 | ent -0.9668 | kl 0.000046 | ev  0.827 | lr 1.00e-04
iter  3236 | steps 1,656,832 | sps   2133 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0018 | ent -0.8548 | kl 0.000018 | ev  0.909 | lr 1.00e-04
iter  3237 | steps 1,657,344 | sps   2569 | ep_rew    74.18 | ep_len    216 | n_eps    3 | pol -0.0001 | val  0.0201 | ent -0.9172 | kl 0.000026 | ev  0.758 | lr 1.00e-04
iter  3238 | steps 1,657,856 | sps   2584 | ep_rew    28.85 | ep_len    388 | n_eps    4 | pol -0.0005 | val  0.0269 | ent -0.9194 | kl 0.000059 | ev  0.772 | lr 1.00e-04
iter  3239 | steps 1,658,368 | sps   2659 | ep_rew    14.97 | ep_len    127 | n_eps    1 | pol -0.0003 | val  0.0127 | ent -0.9501 | kl 0.000082 | ev  0.711 | lr 1.00e-04
iter  3240 | steps 1,658,880 | sps   2540 | ep_rew    15.07 | ep_len    157 | n_eps    1 | pol -0.0002 | val  0.0092 | ent -0.9905 | kl 0.000014 | ev  0.698 | lr 1.00e-04
iter  3241 | steps 1,659,392 | sps   2170 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0027 | ent -1.0387 | kl 0.000030 | ev  0.183 | lr 1.00e-04
iter  3242 | steps 1,659,904 | sps   2512 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0000 | ent -1.0657 | kl 0.000059 | ev  0.941 | lr 1.00e-04
iter  3243 | steps 1,660,416 | sps   2499 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0003 | ent -1.0701 | kl 0.000064 | ev  0.142 | lr 1.00e-04
iter  3244 | steps 1,660,928 | sps   2507 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0000 | val  0.0000 | ent -1.0664 | kl 0.000003 | ev  0.887 | lr 1.00e-04
iter  3245 | steps 1,661,440 | sps   2448 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0004 | ent -1.0620 | kl 0.000052 | ev -0.269 | lr 1.00e-04
iter  3246 | steps 1,661,952 | sps   2452 | ep_rew   124.79 | ep_len   1001 | n_eps    2 | pol -0.0014 | val  0.0011 | ent -1.0214 | kl 0.000100 | ev  0.971 | lr 1.00e-04
iter  3247 | steps 1,662,464 | sps   2375 | ep_rew   130.01 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0064 | ent -0.8682 | kl 0.000088 | ev  0.739 | lr 1.00e-04
iter  3248 | steps 1,662,976 | sps   2469 | ep_rew   160.71 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0015 | ent -0.8274 | kl 0.000032 | ev  0.907 | lr 1.00e-04
iter  3249 | steps 1,663,488 | sps   2156 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0018 | ent -0.8839 | kl 0.000067 | ev  0.625 | lr 1.00e-04
iter  3250 | steps 1,664,000 | sps   2502 | ep_rew   224.17 | ep_len    485 | n_eps    1 | pol -0.0003 | val  0.0048 | ent -1.0190 | kl 0.000040 | ev  0.864 | lr 1.00e-04
iter  3251 | steps 1,664,512 | sps   2435 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0015 | ent -1.0038 | kl 0.000011 | ev  0.696 | lr 1.00e-04
iter  3252 | steps 1,665,024 | sps   2510 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0000 | ent -1.0691 | kl 0.000013 | ev  0.909 | lr 1.00e-04
iter  3253 | steps 1,665,536 | sps   2500 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0003 | ent -1.0741 | kl 0.000014 | ev  0.450 | lr 1.00e-04
iter  3254 | steps 1,666,048 | sps   2517 | ep_rew   147.13 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0004 | ent -1.0688 | kl 0.000030 | ev  0.982 | lr 1.00e-04
iter  3255 | steps 1,666,560 | sps   2577 | ep_rew   145.07 | ep_len   1001 | n_eps    2 | pol -0.0008 | val  0.0011 | ent -1.0143 | kl 0.000061 | ev  0.957 | lr 1.00e-04
iter  3256 | steps 1,667,072 | sps   2298 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0043 | ent -0.9173 | kl 0.000012 | ev  0.804 | lr 1.00e-04
iter  3257 | steps 1,667,584 | sps   2354 | ep_rew   -42.74 | ep_len    251 | n_eps    1 | pol -0.0010 | val  0.0111 | ent -0.9499 | kl 0.000070 | ev  0.364 | lr 1.00e-04
iter  3258 | steps 1,668,096 | sps   2494 | ep_rew   143.78 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0010 | ent -0.9418 | kl 0.000060 | ev  0.957 | lr 1.00e-04
iter  3259 | steps 1,668,608 | sps   2525 | ep_rew   -25.84 | ep_len    210 | n_eps    1 | pol -0.0014 | val  0.0100 | ent -0.9761 | kl 0.000097 | ev  0.695 | lr 1.00e-04
iter  3260 | steps 1,669,120 | sps   2532 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0022 | ent -0.9432 | kl 0.000018 | ev  0.640 | lr 1.00e-04
iter  3261 | steps 1,669,632 | sps   2401 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0012 | ent -0.9990 | kl 0.000012 | ev  0.274 | lr 1.00e-04
iter  3262 | steps 1,670,144 | sps   2494 | ep_rew   113.14 | ep_len   1001 | n_eps    2 | pol -0.0012 | val  0.0010 | ent -1.0698 | kl 0.000034 | ev  0.958 | lr 1.00e-04
iter  3263 | steps 1,670,656 | sps   2573 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0015 | ent -1.0250 | kl 0.000023 | ev  0.935 | lr 1.00e-04
iter  3264 | steps 1,671,168 | sps   2305 | ep_rew   -25.74 | ep_len    161 | n_eps    1 | pol -0.0012 | val  0.0105 | ent -1.0561 | kl 0.000032 | ev  0.783 | lr 1.00e-04
iter  3265 | steps 1,671,680 | sps   2425 | ep_rew   119.55 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0023 | ent -1.0174 | kl 0.000043 | ev  0.777 | lr 1.00e-04
iter  3266 | steps 1,672,192 | sps   2511 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0007 | ent -0.9165 | kl 0.000004 | ev  0.973 | lr 1.00e-04
iter  3267 | steps 1,672,704 | sps   2539 | ep_rew    38.24 | ep_len    608 | n_eps    2 | pol -0.0004 | val  0.0099 | ent -0.8713 | kl 0.000020 | ev  0.835 | lr 1.00e-04
iter  3268 | steps 1,673,216 | sps   2571 | ep_rew    95.25 | ep_len    364 | n_eps    2 | pol -0.0002 | val  0.0145 | ent -0.9515 | kl 0.000009 | ev  0.741 | lr 1.00e-04
iter  3269 | steps 1,673,728 | sps   2318 | ep_rew    37.46 | ep_len    175 | n_eps    1 | pol -0.0001 | val  0.0086 | ent -0.9716 | kl 0.000023 | ev  0.732 | lr 1.00e-04
iter  3270 | steps 1,674,240 | sps   2333 | ep_rew   128.38 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0024 | ent -0.9525 | kl 0.000020 | ev  0.940 | lr 1.00e-04
iter  3271 | steps 1,674,752 | sps   2365 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0057 | ent -0.9071 | kl 0.000027 | ev  0.135 | lr 1.00e-04
iter  3272 | steps 1,675,264 | sps   2379 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0001 | ent -0.9637 | kl 0.000226 | ev  0.957 | lr 1.00e-04
iter  3273 | steps 1,675,776 | sps   2410 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0004 | val  0.0000 | ent -0.9810 | kl 0.000330 | ev  0.952 | lr 1.00e-04
iter  3274 | steps 1,676,288 | sps   2481 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0000 | ent -0.9903 | kl 0.000201 | ev  0.948 | lr 1.00e-04
iter  3275 | steps 1,676,800 | sps   2426 | ep_rew   127.97 | ep_len   1001 | n_eps    1 | pol -0.0012 | val  0.0006 | ent -0.9845 | kl 0.000265 | ev  0.976 | lr 1.00e-04
iter  3276 | steps 1,677,312 | sps   2501 | ep_rew   152.11 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0036 | ent -0.9129 | kl 0.000135 | ev  0.779 | lr 1.00e-04
iter  3277 | steps 1,677,824 | sps   2492 | ep_rew   153.75 | ep_len   1001 | n_eps    2 | pol  0.0000 | val  0.0036 | ent -0.9500 | kl 0.000029 | ev  0.740 | lr 1.00e-04
iter  3278 | steps 1,678,336 | sps   2517 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0016 | ent -0.8694 | kl 0.000025 | ev  0.948 | lr 1.00e-04
iter  3279 | steps 1,678,848 | sps   2448 | ep_rew   -18.36 | ep_len    165 | n_eps    1 | pol -0.0005 | val  0.0038 | ent -0.8384 | kl 0.000052 | ev  0.788 | lr 1.00e-04
iter  3280 | steps 1,679,360 | sps   2123 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0023 | ent -0.8692 | kl 0.000004 | ev  0.392 | lr 1.00e-04
iter  3281 | steps 1,679,872 | sps   2502 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0001 | ent -0.8812 | kl 0.000010 | ev  0.952 | lr 1.00e-04
iter  3282 | steps 1,680,384 | sps   2420 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0001 | ent -0.8790 | kl 0.000041 | ev  0.964 | lr 1.00e-04
iter  3283 | steps 1,680,896 | sps   2525 | ep_rew   127.55 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0004 | ent -0.8690 | kl 0.000015 | ev  0.983 | lr 1.00e-04
iter  3284 | steps 1,681,408 | sps   2259 | ep_rew   103.09 | ep_len   1001 | n_eps    1 | pol -0.0010 | val  0.0008 | ent -0.9299 | kl 0.000080 | ev  0.966 | lr 1.00e-04
iter  3285 | steps 1,681,920 | sps   2517 | ep_rew   146.82 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0039 | ent -0.9804 | kl 0.000024 | ev  0.859 | lr 1.00e-04
iter  3286 | steps 1,682,432 | sps   2520 | ep_rew   164.13 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0012 | ent -0.9366 | kl 0.000008 | ev  0.918 | lr 1.00e-04
iter  3287 | steps 1,682,944 | sps   2386 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0017 | ent -0.8550 | kl 0.000010 | ev  0.934 | lr 1.00e-04
iter  3288 | steps 1,683,456 | sps   2504 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0022 | ent -0.8391 | kl 0.000020 | ev  0.551 | lr 1.00e-04
iter  3289 | steps 1,683,968 | sps    861 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0004 | ent -0.8526 | kl 0.000006 | ev  0.906 | lr 1.00e-04
iter  3290 | steps 1,684,480 | sps   1732 | ep_rew   179.94 | ep_len    822 | n_eps    2 | pol -0.0011 | val  0.0060 | ent -0.8905 | kl 0.000034 | ev  0.750 | lr 1.00e-04
iter  3291 | steps 1,684,992 | sps   2201 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0022 | ent -0.8803 | kl 0.000057 | ev  0.937 | lr 1.00e-04
iter  3292 | steps 1,685,504 | sps   2199 | ep_rew   177.14 | ep_len    602 | n_eps    2 | pol -0.0020 | val  0.0077 | ent -0.9721 | kl 0.000086 | ev  0.741 | lr 1.00e-04
iter  3293 | steps 1,686,016 | sps   2348 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0008 | ent -0.9677 | kl 0.000112 | ev  0.965 | lr 1.00e-04
iter  3294 | steps 1,686,528 | sps   2432 | ep_rew   162.72 | ep_len   1001 | n_eps    1 | pol -0.0023 | val  0.0048 | ent -1.0235 | kl 0.000248 | ev  0.792 | lr 1.00e-04
iter  3295 | steps 1,687,040 | sps   2291 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0009 | ent -0.8009 | kl 0.000007 | ev  0.959 | lr 1.00e-04
iter  3296 | steps 1,687,552 | sps   2509 | ep_rew   201.26 | ep_len    418 | n_eps    2 | pol -0.0002 | val  0.0101 | ent -0.7882 | kl 0.000006 | ev  0.716 | lr 1.00e-04
iter  3297 | steps 1,688,064 | sps   2555 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0006 | ent -1.0221 | kl 0.000103 | ev  0.978 | lr 1.00e-04
iter  3298 | steps 1,688,576 | sps   2515 | ep_rew    95.00 | ep_len    579 | n_eps    2 | pol -0.0010 | val  0.0070 | ent -0.9655 | kl 0.000143 | ev  0.782 | lr 1.00e-04
iter  3299 | steps 1,689,088 | sps   2377 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0040 | ent -0.9196 | kl 0.000071 | ev  0.698 | lr 1.00e-04
iter  3300 | steps 1,689,600 | sps   2381 | ep_rew   123.95 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0016 | ent -0.9117 | kl 0.000063 | ev  0.932 | lr 1.00e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_1689600.pt
iter  3301 | steps 1,690,112 | sps   2378 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0006 | ent -0.9199 | kl 0.000070 | ev  0.919 | lr 1.00e-04
iter  3302 | steps 1,690,624 | sps   2493 | ep_rew   -38.28 | ep_len    245 | n_eps    1 | pol -0.0003 | val  0.0112 | ent -0.8900 | kl 0.000038 | ev  0.825 | lr 1.00e-04
iter  3303 | steps 1,691,136 | sps   2506 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0047 | ent -0.8632 | kl 0.000038 | ev  0.591 | lr 1.00e-04
iter  3304 | steps 1,691,648 | sps   2489 | ep_rew   166.58 | ep_len    630 | n_eps    2 | pol -0.0005 | val  0.0026 | ent -0.8876 | kl 0.000065 | ev  0.922 | lr 1.00e-04
iter  3305 | steps 1,692,160 | sps   2499 | ep_rew    53.18 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0048 | ent -0.8892 | kl 0.000050 | ev  0.747 | lr 1.00e-04
iter  3306 | steps 1,692,672 | sps   2508 | ep_rew   132.62 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0059 | ent -0.8682 | kl 0.000027 | ev  0.853 | lr 1.00e-04
iter  3307 | steps 1,693,184 | sps   2489 | ep_rew    43.51 | ep_len    160 | n_eps    1 | pol -0.0004 | val  0.0056 | ent -0.8286 | kl 0.000013 | ev  0.865 | lr 1.00e-04
iter  3308 | steps 1,693,696 | sps   2461 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0057 | ent -0.8872 | kl 0.000034 | ev  0.297 | lr 1.00e-04
iter  3309 | steps 1,694,208 | sps   2315 | ep_rew   188.72 | ep_len    605 | n_eps    1 | pol  0.0001 | val  0.0055 | ent -0.9475 | kl 0.000017 | ev  0.808 | lr 1.00e-04
iter  3310 | steps 1,694,720 | sps   2311 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0014 | ent -0.9765 | kl 0.000008 | ev  0.681 | lr 1.00e-04
iter  3311 | steps 1,695,232 | sps   2394 | ep_rew   186.22 | ep_len    923 | n_eps    1 | pol -0.0000 | val  0.0111 | ent -1.0248 | kl 0.000005 | ev  0.389 | lr 1.00e-04
iter  3312 | steps 1,695,744 | sps   2410 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0016 | val  0.0003 | ent -1.0386 | kl 0.000054 | ev  0.938 | lr 1.00e-04
iter  3313 | steps 1,696,256 | sps   2412 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0038 | val  0.0015 | ent -1.0379 | kl 0.000052 | ev -0.428 | lr 1.00e-04
iter  3314 | steps 1,696,768 | sps   2452 | ep_rew   121.55 | ep_len   1001 | n_eps    2 | pol -0.0005 | val  0.0009 | ent -1.0275 | kl 0.000027 | ev  0.936 | lr 1.00e-04
iter  3315 | steps 1,697,280 | sps   2592 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0009 | ent -0.9765 | kl 0.000047 | ev  0.955 | lr 1.00e-04
iter  3316 | steps 1,697,792 | sps   2493 | ep_rew   154.14 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0025 | ent -0.9550 | kl 0.000033 | ev  0.599 | lr 1.00e-04
iter  3317 | steps 1,698,304 | sps   2516 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0006 | ent -0.8293 | kl 0.000038 | ev  0.967 | lr 1.00e-04
iter  3318 | steps 1,698,816 | sps   2403 | ep_rew   134.51 | ep_len    545 | n_eps    1 | pol -0.0001 | val  0.0047 | ent -0.9207 | kl 0.000043 | ev  0.831 | lr 1.00e-04
iter  3319 | steps 1,699,328 | sps   2588 | ep_rew   112.05 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0025 | ent -0.9763 | kl 0.000037 | ev  0.923 | lr 1.00e-04
iter  3320 | steps 1,699,840 | sps   2228 | ep_rew    71.53 | ep_len    374 | n_eps    2 | pol -0.0002 | val  0.0174 | ent -0.8541 | kl 0.000059 | ev  0.581 | lr 1.00e-04
iter  3321 | steps 1,700,352 | sps   2576 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0015 | ent -0.9959 | kl 0.000106 | ev  0.849 | lr 1.00e-04
iter  3322 | steps 1,700,864 | sps   2320 | ep_rew   186.88 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0028 | ent -1.0386 | kl 0.000059 | ev  0.010 | lr 1.00e-04
iter  3323 | steps 1,701,376 | sps   2539 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0012 | ent -1.0321 | kl 0.000020 | ev  0.894 | lr 1.00e-04
iter  3324 | steps 1,701,888 | sps   2545 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0006 | ent -1.0327 | kl 0.000115 | ev  0.791 | lr 1.00e-04
