Device : cpu
Seed   : 42
Total timesteps : 3,000,000
Steps/iter      : 512
Total iters     : 5859
Parallel envs   : 4

Creating LunarLander-v3 environments...
obs_dim   : 8
n_actions : 4
Policy params : 5,061

Starting training — run: lunar_ppo_1781379942

  iter |     steps |    sps |   ep_rew | ep_len | n_eps |     pol |     val |     ent |       kl |     ev | lr
iter   509 | steps  260,608 | sps   2387 | ep_rew   157.18 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0020 | ent -1.0848 | kl 0.000017 | ev  0.850 | lr 1.00e-04
iter   510 | steps  261,120 | sps   2330 | ep_rew    79.58 | ep_len    726 | n_eps    3 | pol -0.0004 | val  0.0094 | ent -1.1045 | kl 0.000010 | ev  0.481 | lr 1.00e-04
iter   511 | steps  261,632 | sps   2582 | ep_rew     5.49 | ep_len    193 | n_eps    1 | pol -0.0007 | val  0.0101 | ent -1.0314 | kl 0.000016 | ev  0.534 | lr 1.00e-04
iter   512 | steps  262,144 | sps   2411 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0072 | ent -1.0589 | kl 0.000026 | ev  0.661 | lr 1.00e-04
iter   513 | steps  262,656 | sps   2300 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0070 | ent -1.0757 | kl 0.000026 | ev  0.086 | lr 1.00e-04
iter   514 | steps  263,168 | sps   2405 | ep_rew   116.63 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0043 | ent -1.1096 | kl 0.000086 | ev  0.614 | lr 1.00e-04
iter   515 | steps  263,680 | sps   2478 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0015 | val  0.0017 | ent -1.1144 | kl 0.000223 | ev  0.867 | lr 1.00e-04
iter   516 | steps  264,192 | sps   2411 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0036 | ent -1.0500 | kl 0.000093 | ev  0.408 | lr 1.00e-04
iter   517 | steps  264,704 | sps   2326 | ep_rew   163.82 | ep_len    413 | n_eps    1 | pol -0.0002 | val  0.0137 | ent -1.1120 | kl 0.000007 | ev -0.446 | lr 1.00e-04
iter   518 | steps  265,216 | sps   2348 | ep_rew   131.81 | ep_len   1001 | n_eps    2 | pol -0.0006 | val  0.0026 | ent -1.1197 | kl 0.000020 | ev  0.617 | lr 1.00e-04
iter   519 | steps  265,728 | sps   2242 | ep_rew   170.69 | ep_len   1001 | n_eps    1 | pol -0.0010 | val  0.0035 | ent -1.0368 | kl 0.000031 | ev  0.469 | lr 1.00e-04
iter   520 | steps  266,240 | sps   2577 | ep_rew   -38.90 | ep_len    236 | n_eps    2 | pol -0.0003 | val  0.0213 | ent -1.1514 | kl 0.000044 | ev  0.222 | lr 1.00e-04
iter   521 | steps  266,752 | sps   2462 | ep_rew     6.23 | ep_len    213 | n_eps    2 | pol -0.0010 | val  0.0128 | ent -1.1541 | kl 0.000029 | ev  0.583 | lr 1.00e-04
iter   522 | steps  267,264 | sps   2361 | ep_rew   -50.59 | ep_len    126 | n_eps    1 | pol -0.0013 | val  0.0071 | ent -1.0574 | kl 0.000025 | ev  0.692 | lr 1.00e-04
iter   523 | steps  267,776 | sps   2442 | ep_rew     8.72 | ep_len    176 | n_eps    2 | pol -0.0012 | val  0.0155 | ent -1.0716 | kl 0.000053 | ev  0.436 | lr 1.00e-04
iter   524 | steps  268,288 | sps   4107 | ep_rew    14.88 | ep_len    188 | n_eps    2 | pol -0.0005 | val  0.0110 | ent -1.0469 | kl 0.000051 | ev  0.532 | lr 1.00e-04
iter   525 | steps  268,800 | sps   4125 | ep_rew    17.24 | ep_len    568 | n_eps    2 | pol -0.0007 | val  0.0105 | ent -1.0483 | kl 0.000014 | ev  0.595 | lr 1.00e-04
iter   526 | steps  269,312 | sps   1188 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0074 | ent -1.0481 | kl 0.000006 | ev  0.461 | lr 1.00e-04
iter   527 | steps  269,824 | sps   3730 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0056 | ent -1.1139 | kl 0.000012 | ev -0.577 | lr 1.00e-04
iter   528 | steps  270,336 | sps    977 | ep_rew   111.86 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0010 | ent -1.1123 | kl 0.000024 | ev  0.841 | lr 1.00e-04
iter   529 | steps  270,848 | sps   2181 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0020 | ent -1.0949 | kl 0.000058 | ev  0.848 | lr 1.00e-04
iter   530 | steps  271,360 | sps   2236 | ep_rew    -7.53 | ep_len    227 | n_eps    1 | pol -0.0003 | val  0.0091 | ent -1.0976 | kl 0.000020 | ev -0.295 | lr 1.00e-04
iter   531 | steps  271,872 | sps   2281 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0058 | ent -1.0281 | kl 0.000035 | ev  0.308 | lr 1.00e-04
iter   532 | steps  272,384 | sps   2234 | ep_rew   101.00 | ep_len    596 | n_eps    2 | pol -0.0001 | val  0.0037 | ent -1.0882 | kl 0.000037 | ev  0.689 | lr 1.00e-04
iter   533 | steps  272,896 | sps   2278 | ep_rew   189.56 | ep_len    965 | n_eps    2 | pol -0.0006 | val  0.0085 | ent -1.0994 | kl 0.000017 | ev  0.190 | lr 1.00e-04
iter   534 | steps  273,408 | sps   2234 | ep_rew   -53.92 | ep_len    178 | n_eps    1 | pol -0.0004 | val  0.0087 | ent -1.0635 | kl 0.000026 | ev  0.676 | lr 1.00e-04
iter   535 | steps  273,920 | sps   2432 | ep_rew   -52.88 | ep_len    211 | n_eps    2 | pol -0.0007 | val  0.0159 | ent -0.9680 | kl 0.000051 | ev  0.558 | lr 1.00e-04
iter   536 | steps  274,432 | sps   2426 | ep_rew   -14.60 | ep_len    175 | n_eps    2 | pol -0.0005 | val  0.0176 | ent -1.0138 | kl 0.000028 | ev  0.556 | lr 1.00e-04
iter   537 | steps  274,944 | sps   2446 | ep_rew    55.70 | ep_len    200 | n_eps    1 | pol  0.0001 | val  0.0087 | ent -1.0137 | kl 0.000009 | ev  0.659 | lr 1.00e-04
iter   538 | steps  275,456 | sps   2418 | ep_rew   -40.93 | ep_len    237 | n_eps    1 | pol -0.0005 | val  0.0132 | ent -0.9777 | kl 0.000012 | ev  0.624 | lr 1.00e-04
iter   539 | steps  275,968 | sps   2005 | ep_rew    53.98 | ep_len    580 | n_eps    2 | pol -0.0003 | val  0.0073 | ent -0.9843 | kl 0.000011 | ev  0.685 | lr 1.00e-04
iter   540 | steps  276,480 | sps   2394 | ep_rew   -36.04 | ep_len    134 | n_eps    1 | pol -0.0003 | val  0.0065 | ent -1.0920 | kl 0.000006 | ev  0.755 | lr 1.00e-04
iter   541 | steps  276,992 | sps   2457 | ep_rew    63.18 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0027 | ent -1.0589 | kl 0.000012 | ev  0.851 | lr 1.00e-04
iter   542 | steps  277,504 | sps   2351 | ep_rew   -95.50 | ep_len    343 | n_eps    1 | pol -0.0007 | val  0.0111 | ent -1.0424 | kl 0.000041 | ev  0.448 | lr 1.00e-04
iter   543 | steps  278,016 | sps   2104 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0037 | ent -0.9761 | kl 0.000055 | ev  0.844 | lr 1.00e-04
iter   544 | steps  278,528 | sps   2362 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0020 | ent -1.0266 | kl 0.000026 | ev  0.167 | lr 1.00e-04
iter   545 | steps  279,040 | sps   2306 | ep_rew   137.46 | ep_len    742 | n_eps    1 | pol -0.0004 | val  0.0078 | ent -1.0408 | kl 0.000027 | ev  0.413 | lr 1.00e-04
iter   546 | steps  279,552 | sps   2432 | ep_rew   140.85 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0026 | ent -1.1193 | kl 0.000043 | ev  0.792 | lr 1.00e-04
iter   547 | steps  280,064 | sps   2450 | ep_rew   -56.36 | ep_len    218 | n_eps    1 | pol -0.0004 | val  0.0097 | ent -1.0839 | kl 0.000017 | ev  0.522 | lr 1.00e-04
iter   548 | steps  280,576 | sps   2296 | ep_rew    20.62 | ep_len    210 | n_eps    1 | pol -0.0003 | val  0.0084 | ent -1.0503 | kl 0.000026 | ev  0.672 | lr 1.00e-04
iter   549 | steps  281,088 | sps   2349 | ep_rew    68.45 | ep_len    614 | n_eps    2 | pol -0.0011 | val  0.0085 | ent -1.0843 | kl 0.000051 | ev  0.649 | lr 1.00e-04
iter   550 | steps  281,600 | sps   2467 | ep_rew    14.72 | ep_len    581 | n_eps    2 | pol -0.0003 | val  0.0133 | ent -1.0544 | kl 0.000009 | ev  0.590 | lr 1.00e-04
iter   551 | steps  282,112 | sps   2385 | ep_rew   -53.08 | ep_len    196 | n_eps    1 | pol -0.0006 | val  0.0109 | ent -1.0100 | kl 0.000026 | ev  0.542 | lr 1.00e-04
iter   552 | steps  282,624 | sps   2381 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0014 | val  0.0074 | ent -1.0897 | kl 0.000041 | ev  0.309 | lr 1.00e-04
iter   553 | steps  283,136 | sps   2410 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0019 | ent -1.0829 | kl 0.000065 | ev  0.428 | lr 1.00e-04
iter   554 | steps  283,648 | sps   2318 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0020 | ent -1.0966 | kl 0.000024 | ev  0.381 | lr 1.00e-04
iter   555 | steps  284,160 | sps   2375 | ep_rew   166.28 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0017 | ent -1.1015 | kl 0.000042 | ev  0.685 | lr 1.00e-04
iter   556 | steps  284,672 | sps   2385 | ep_rew    69.07 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0012 | ent -1.1127 | kl 0.000056 | ev  0.869 | lr 1.00e-04
iter   557 | steps  285,184 | sps   2426 | ep_rew   -21.19 | ep_len    209 | n_eps    1 | pol -0.0007 | val  0.0058 | ent -1.0870 | kl 0.000073 | ev  0.784 | lr 1.00e-04
iter   558 | steps  285,696 | sps   2465 | ep_rew   109.93 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0014 | ent -1.0423 | kl 0.000029 | ev  0.890 | lr 1.00e-04
iter   559 | steps  286,208 | sps   2145 | ep_rew   -11.27 | ep_len    614 | n_eps    2 | pol -0.0004 | val  0.0068 | ent -1.0540 | kl 0.000020 | ev  0.772 | lr 1.00e-04
iter   560 | steps  286,720 | sps   2514 | ep_rew  -186.32 | ep_len    289 | n_eps    1 | pol -0.0016 | val  0.0161 | ent -1.0442 | kl 0.000057 | ev  0.711 | lr 1.00e-04
iter   561 | steps  287,232 | sps   2313 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0071 | ent -1.0303 | kl 0.000027 | ev  0.740 | lr 1.00e-04
iter   562 | steps  287,744 | sps   2406 | ep_rew   -71.18 | ep_len    277 | n_eps    1 | pol -0.0008 | val  0.0077 | ent -1.0545 | kl 0.000045 | ev  0.115 | lr 1.00e-04
iter   563 | steps  288,256 | sps   2349 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0019 | ent -1.0732 | kl 0.000057 | ev  0.924 | lr 1.00e-04
iter   564 | steps  288,768 | sps   2436 | ep_rew    -3.65 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0031 | ent -1.0019 | kl 0.000038 | ev  0.599 | lr 1.00e-04
iter   565 | steps  289,280 | sps   2450 | ep_rew  -177.61 | ep_len    320 | n_eps    1 | pol -0.0003 | val  0.0218 | ent -1.0345 | kl 0.000012 | ev  0.618 | lr 1.00e-04
iter   566 | steps  289,792 | sps   2285 | ep_rew   -85.33 | ep_len    185 | n_eps    1 | pol -0.0002 | val  0.0093 | ent -1.0764 | kl 0.000020 | ev  0.235 | lr 1.00e-04
iter   567 | steps  290,304 | sps   2423 | ep_rew   159.87 | ep_len   1001 | n_eps    2 | pol -0.0007 | val  0.0051 | ent -1.0947 | kl 0.000028 | ev  0.684 | lr 1.00e-04
iter   568 | steps  290,816 | sps   2387 | ep_rew   -16.07 | ep_len    240 | n_eps    2 | pol -0.0004 | val  0.0155 | ent -1.0882 | kl 0.000019 | ev  0.555 | lr 1.00e-04
iter   569 | steps  291,328 | sps   2440 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0032 | ent -0.9445 | kl 0.000009 | ev  0.748 | lr 1.00e-04
iter   570 | steps  291,840 | sps   2404 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0053 | ent -0.9592 | kl 0.000043 | ev  0.338 | lr 1.00e-04
iter   571 | steps  292,352 | sps   2369 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0015 | ent -0.9794 | kl 0.000118 | ev  0.657 | lr 1.00e-04
iter   572 | steps  292,864 | sps   2230 | ep_rew    57.44 | ep_len   1001 | n_eps    1 | pol -0.0011 | val  0.0016 | ent -1.0215 | kl 0.000055 | ev  0.832 | lr 1.00e-04
iter   573 | steps  293,376 | sps   2425 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0023 | ent -1.0352 | kl 0.000095 | ev  0.858 | lr 1.00e-04
iter   574 | steps  293,888 | sps   2242 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0004 | ent -1.0071 | kl 0.000090 | ev  0.903 | lr 1.00e-04
iter   575 | steps  294,400 | sps   2242 | ep_rew    72.29 | ep_len   1001 | n_eps    1 | pol -0.0016 | val  0.0020 | ent -1.0276 | kl 0.000107 | ev  0.824 | lr 1.00e-04
iter   576 | steps  294,912 | sps   2116 | ep_rew   152.82 | ep_len   1001 | n_eps    2 | pol -0.0005 | val  0.0013 | ent -1.0504 | kl 0.000048 | ev  0.883 | lr 1.00e-04
iter   577 | steps  295,424 | sps   2427 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0053 | ent -1.0429 | kl 0.000018 | ev  0.470 | lr 1.00e-04
iter   578 | steps  295,936 | sps   2338 | ep_rew   -20.23 | ep_len    250 | n_eps    2 | pol -0.0004 | val  0.0122 | ent -1.0840 | kl 0.000014 | ev  0.491 | lr 1.00e-04
iter   579 | steps  296,448 | sps   2367 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0012 | ent -1.0993 | kl 0.000008 | ev  0.876 | lr 1.00e-04
iter   580 | steps  296,960 | sps   2328 | ep_rew    -2.37 | ep_len    499 | n_eps    3 | pol -0.0008 | val  0.0152 | ent -1.0211 | kl 0.000020 | ev  0.603 | lr 1.00e-04
iter   581 | steps  297,472 | sps   2335 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0018 | ent -1.0205 | kl 0.000019 | ev  0.760 | lr 1.00e-04
iter   582 | steps  297,984 | sps   2486 | ep_rew   -70.18 | ep_len    232 | n_eps    1 | pol -0.0002 | val  0.0104 | ent -0.9968 | kl 0.000005 | ev  0.456 | lr 1.00e-04
iter   583 | steps  298,496 | sps   2531 | ep_rew    -4.08 | ep_len    491 | n_eps    3 | pol -0.0002 | val  0.0145 | ent -1.0579 | kl 0.000036 | ev  0.641 | lr 1.00e-04
iter   584 | steps  299,008 | sps   2558 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0020 | ent -1.0649 | kl 0.000100 | ev  0.827 | lr 1.00e-04
iter   585 | steps  299,520 | sps   2346 | ep_rew   -57.26 | ep_len    246 | n_eps    2 | pol -0.0001 | val  0.0176 | ent -1.0822 | kl 0.000047 | ev  0.552 | lr 1.00e-04
iter   586 | steps  300,032 | sps   2054 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0022 | ent -1.0632 | kl 0.000017 | ev  0.740 | lr 1.00e-04
iter   587 | steps  300,544 | sps   2026 | ep_rew  -128.10 | ep_len    229 | n_eps    1 | pol -0.0002 | val  0.0128 | ent -1.0024 | kl 0.000017 | ev  0.562 | lr 1.00e-04
iter   588 | steps  301,056 | sps   2447 | ep_rew   -64.28 | ep_len    530 | n_eps    3 | pol -0.0003 | val  0.0186 | ent -1.0077 | kl 0.000009 | ev  0.601 | lr 1.00e-04
iter   589 | steps  301,568 | sps   2151 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0016 | ent -1.0073 | kl 0.000009 | ev  0.855 | lr 1.00e-04
iter   590 | steps  302,080 | sps   2442 | ep_rew    -4.08 | ep_len    612 | n_eps    2 | pol -0.0004 | val  0.0099 | ent -1.0299 | kl 0.000011 | ev  0.570 | lr 1.00e-04
iter   591 | steps  302,592 | sps   2266 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0009 | ent -1.0291 | kl 0.000004 | ev  0.921 | lr 1.00e-04
iter   592 | steps  303,104 | sps   2392 | ep_rew  -271.88 | ep_len    252 | n_eps    1 | pol -0.0018 | val  0.0289 | ent -0.9204 | kl 0.000039 | ev  0.368 | lr 1.00e-04
iter   593 | steps  303,616 | sps   1975 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0026 | ent -0.9077 | kl 0.000048 | ev  0.782 | lr 1.00e-04
iter   594 | steps  304,128 | sps   3703 | ep_rew     7.25 | ep_len    221 | n_eps    1 | pol -0.0004 | val  0.0045 | ent -0.9325 | kl 0.000025 | ev  0.583 | lr 1.00e-04
iter   595 | steps  304,640 | sps   2361 | ep_rew  -106.62 | ep_len    207 | n_eps    1 | pol -0.0005 | val  0.0038 | ent -0.9059 | kl 0.000026 | ev  0.724 | lr 1.00e-04
iter   596 | steps  305,152 | sps   2336 | ep_rew    66.12 | ep_len   1001 | n_eps    2 | pol -0.0003 | val  0.0030 | ent -1.0553 | kl 0.000010 | ev  0.719 | lr 1.00e-04
iter   597 | steps  305,664 | sps   2494 | ep_rew   -76.51 | ep_len    251 | n_eps    1 | pol -0.0001 | val  0.0049 | ent -1.0690 | kl 0.000007 | ev  0.797 | lr 1.00e-04
iter   598 | steps  306,176 | sps   2492 | ep_rew   152.62 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0020 | ent -1.0582 | kl 0.000006 | ev  0.889 | lr 1.00e-04
iter   599 | steps  306,688 | sps   2426 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0176 | ent -0.9811 | kl 0.000002 | ev  0.224 | lr 1.00e-04
iter   600 | steps  307,200 | sps   2395 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0004 | ent -1.0122 | kl 0.000013 | ev  0.896 | lr 1.00e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_307200.pt
iter   601 | steps  307,712 | sps   2379 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0039 | ent -0.9722 | kl 0.000009 | ev  0.118 | lr 1.00e-04
iter   602 | steps  308,224 | sps   2363 | ep_rew   169.04 | ep_len    453 | n_eps    1 | pol  0.0001 | val  0.0099 | ent -0.9893 | kl 0.000004 | ev  0.232 | lr 1.00e-04
iter   603 | steps  308,736 | sps   2108 | ep_rew    41.84 | ep_len   1001 | n_eps    2 | pol -0.0006 | val  0.0024 | ent -1.0006 | kl 0.000029 | ev  0.706 | lr 1.00e-04
iter   604 | steps  309,248 | sps   2447 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0026 | ent -1.0548 | kl 0.000038 | ev  0.693 | lr 1.00e-04
iter   605 | steps  309,760 | sps   2429 | ep_rew   126.59 | ep_len   1001 | n_eps    1 | pol -0.0012 | val  0.0014 | ent -0.9846 | kl 0.000054 | ev  0.785 | lr 1.00e-04
iter   606 | steps  310,272 | sps   2486 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0000 | val  0.0010 | ent -1.0782 | kl 0.000018 | ev  0.885 | lr 1.00e-04
iter   607 | steps  310,784 | sps   2460 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0024 | ent -1.0639 | kl 0.000047 | ev  0.237 | lr 1.00e-04
iter   608 | steps  311,296 | sps   2380 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0044 | ent -1.0337 | kl 0.000078 | ev -0.216 | lr 1.00e-04
iter   609 | steps  311,808 | sps   2272 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0003 | val  0.0033 | ent -1.0204 | kl 0.000027 | ev  0.096 | lr 1.00e-04
iter   610 | steps  312,320 | sps   1929 | ep_rew    76.80 | ep_len   1001 | n_eps    1 | pol -0.0016 | val  0.0049 | ent -1.0295 | kl 0.000062 | ev  0.740 | lr 1.00e-04
iter   611 | steps  312,832 | sps   2440 | ep_rew   -15.41 | ep_len   1001 | n_eps    2 | pol -0.0004 | val  0.0025 | ent -1.0556 | kl 0.000045 | ev  0.373 | lr 1.00e-04
iter   612 | steps  313,344 | sps   2498 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0069 | ent -1.0414 | kl 0.000040 | ev  0.473 | lr 1.00e-04
iter   613 | steps  313,856 | sps   4094 | ep_rew   122.65 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0026 | ent -1.0585 | kl 0.000039 | ev  0.352 | lr 1.00e-04
iter   614 | steps  314,368 | sps   4123 | ep_rew   -91.45 | ep_len    166 | n_eps    1 | pol -0.0008 | val  0.0124 | ent -1.0472 | kl 0.000043 | ev  0.449 | lr 1.00e-04
iter   615 | steps  314,880 | sps   4104 | ep_rew   -69.35 | ep_len    485 | n_eps    1 | pol -0.0004 | val  0.0079 | ent -0.9644 | kl 0.000013 | ev  0.670 | lr 1.00e-04
iter   616 | steps  315,392 | sps   3779 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0012 | ent -0.9828 | kl 0.000022 | ev  0.901 | lr 1.00e-04
iter   617 | steps  315,904 | sps   3987 | ep_rew   -13.29 | ep_len    654 | n_eps    2 | pol -0.0004 | val  0.0071 | ent -0.9945 | kl 0.000017 | ev  0.735 | lr 1.00e-04
iter   618 | steps  316,416 | sps   3771 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0015 | ent -1.0242 | kl 0.000060 | ev  0.955 | lr 1.00e-04
iter   619 | steps  316,928 | sps   3897 | ep_rew    -7.87 | ep_len    612 | n_eps    2 | pol  0.0002 | val  0.0062 | ent -1.0651 | kl 0.000091 | ev  0.765 | lr 1.00e-04
iter   620 | steps  317,440 | sps   3189 | ep_rew   -27.46 | ep_len    270 | n_eps    1 | pol -0.0008 | val  0.0074 | ent -1.0195 | kl 0.000028 | ev  0.710 | lr 1.00e-04
iter   621 | steps  317,952 | sps   2320 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0028 | ent -1.0990 | kl 0.000045 | ev -0.022 | lr 1.00e-04
iter   622 | steps  318,464 | sps   3678 | ep_rew   -29.64 | ep_len    254 | n_eps    1 | pol -0.0001 | val  0.0039 | ent -0.9527 | kl 0.000012 | ev  0.313 | lr 1.00e-04
iter   623 | steps  318,976 | sps   2312 | ep_rew     0.45 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0047 | ent -0.9430 | kl 0.000016 | ev -0.394 | lr 1.00e-04
iter   624 | steps  319,488 | sps   2351 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0011 | ent -1.0592 | kl 0.000015 | ev  0.377 | lr 1.00e-04
iter   625 | steps  320,000 | sps   2428 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0030 | val  0.0001 | ent -1.0443 | kl 0.000140 | ev  0.897 | lr 1.00e-04
iter   626 | steps  320,512 | sps   2420 | ep_rew   -31.96 | ep_len    684 | n_eps    2 | pol -0.0007 | val  0.0109 | ent -1.0187 | kl 0.000095 | ev  0.467 | lr 1.00e-04
iter   627 | steps  321,024 | sps   2485 | ep_rew   114.22 | ep_len   1001 | n_eps    1 | pol -0.0000 | val  0.0018 | ent -1.0242 | kl 0.000016 | ev  0.910 | lr 1.00e-04
iter   628 | steps  321,536 | sps   2385 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0044 | ent -1.0303 | kl 0.000022 | ev  0.466 | lr 1.00e-04
iter   629 | steps  322,048 | sps   2171 | ep_rew    45.66 | ep_len    624 | n_eps    2 | pol -0.0001 | val  0.0136 | ent -0.9826 | kl 0.000016 | ev  0.187 | lr 1.00e-04
iter   630 | steps  322,560 | sps   2108 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0016 | ent -0.9785 | kl 0.000006 | ev  0.722 | lr 1.00e-04
iter   631 | steps  323,072 | sps   4128 | ep_rew   -37.51 | ep_len    259 | n_eps    1 | pol -0.0001 | val  0.0083 | ent -0.9899 | kl 0.000012 | ev  0.416 | lr 1.00e-04
iter   632 | steps  323,584 | sps   3373 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0026 | ent -1.0208 | kl 0.000030 | ev  0.471 | lr 1.00e-04
iter   633 | steps  324,096 | sps   1005 | ep_rew    57.96 | ep_len   1001 | n_eps    1 | pol  0.0001 | val  0.0005 | ent -1.0107 | kl 0.000050 | ev  0.713 | lr 1.00e-04
iter   634 | steps  324,608 | sps   3684 | ep_rew   204.96 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0016 | ent -1.0334 | kl 0.000010 | ev  0.835 | lr 1.00e-04
iter   635 | steps  325,120 | sps   2502 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0018 | ent -0.9989 | kl 0.000022 | ev  0.711 | lr 1.00e-04
iter   636 | steps  325,632 | sps   3808 | ep_rew  -188.12 | ep_len    283 | n_eps    1 | pol -0.0002 | val  0.0105 | ent -0.9900 | kl 0.000014 | ev  0.711 | lr 1.00e-04
iter   637 | steps  326,144 | sps   2351 | ep_rew    31.79 | ep_len   1001 | n_eps    1 | pol -0.0008 | val  0.0015 | ent -1.0337 | kl 0.000026 | ev  0.864 | lr 1.00e-04
iter   638 | steps  326,656 | sps   2403 | ep_rew   -80.12 | ep_len    263 | n_eps    1 | pol -0.0005 | val  0.0071 | ent -0.9997 | kl 0.000058 | ev  0.627 | lr 1.00e-04
iter   639 | steps  327,168 | sps   2489 | ep_rew    15.29 | ep_len    664 | n_eps    2 | pol -0.0008 | val  0.0092 | ent -1.0229 | kl 0.000049 | ev  0.536 | lr 1.00e-04
iter   640 | steps  327,680 | sps   4120 | ep_rew   -78.06 | ep_len    188 | n_eps    1 | pol -0.0001 | val  0.0054 | ent -0.9659 | kl 0.000017 | ev  0.816 | lr 1.00e-04
iter   641 | steps  328,192 | sps   2274 | ep_rew    35.85 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0031 | ent -0.9634 | kl 0.000026 | ev  0.786 | lr 1.00e-04
iter   642 | steps  328,704 | sps   2510 | ep_rew   -66.98 | ep_len    304 | n_eps    1 | pol -0.0006 | val  0.0137 | ent -1.0258 | kl 0.000031 | ev  0.461 | lr 1.00e-04
iter   643 | steps  329,216 | sps   2436 | ep_rew   -54.55 | ep_len    254 | n_eps    1 | pol -0.0002 | val  0.0160 | ent -0.9981 | kl 0.000014 | ev -0.240 | lr 1.00e-04
iter   644 | steps  329,728 | sps   2406 | ep_rew   141.00 | ep_len    570 | n_eps    1 | pol -0.0003 | val  0.0090 | ent -1.0382 | kl 0.000024 | ev  0.514 | lr 1.00e-04
